"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family" "morph" "bio" "totbio" "morphplot" "plant_bio" "guild" "treat"
"154" "orth028" 1 "w1g1p3" "piptar" "8/17/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g1p3" 1.89 "herbivore" "control"
"155" "orth046" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth046" 11.8255942857072 11.8255942857072 "orthw1g1p3" 20.085 "herbivore" "control"
"156" "orth035" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth035" 41.1794617272267 41.1794617272267 "orthw1g1p3" 20.085 "herbivore" "control"
"157" "orth013" 2 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth013" 33.2042105386573 66.4084210773146 "orthw1g1p3" 20.085 "herbivore" "control"
"158" "orth062" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth062" 26.9441235721149 26.9441235721149 "orthw1g1p3" 20.085 "herbivore" "control"
"159" "orth037" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth037" 14.6174474097651 14.6174474097651 "orthw1g1p3" 20.085 "herbivore" "control"
"160" "orth020" 9 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth020" 15.9052173639475 143.146956275527 "orthw1g1p3" 20.085 "herbivore" "control"
"161" "orth003" 2 "w1g1p3" "tremor" "8/17/2016" "A" "orth" "orth003" 5.50328873744218 11.0065774748844 "orthw1g1p3" 20.085 "herbivore" "control"
"162" "orth024" 1 "w1g1p3" "tremor" "8/17/2016" "A" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g1p3" 20.085 "herbivore" "control"
"163" "orth063" 1 "w1g1p3" "tremor" "8/17/2016" "A" "orth" "orth063" 86.4401032127332 86.4401032127332 "orthw1g1p3" 20.085 "herbivore" "control"
"164" "orth064" 1 "w1g1p3" "tremor" "8/17/2016" "A" "orth" "orth064" 444.522282449581 444.522282449581 "orthw1g1p3" 20.085 "herbivore" "control"
"165" "orth065" 1 "w1g1p3" "tremor" "8/17/2016" "A" "orth" "orth065" 217.750029913837 217.750029913837 "orthw1g1p3" 20.085 "herbivore" "control"
"166" "orth005" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth005" 24.3651344709323 24.3651344709323 "orthw1g1p3" 20.085 "herbivore" "control"
"167" "orth028" 5 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth028" 10.0324695711807 50.1623478559035 "orthw1g1p3" 20.085 "herbivore" "control"
"168" "orth050" 3 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth050" 3.26322118683651 9.78966356050953 "orthw1g1p3" 20.085 "herbivore" "control"
"169" "orth043" 1 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth043" 5.12348331744905 5.12348331744905 "orthw1g1p3" 20.085 "herbivore" "control"
"170" "orth031" 2 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth031" 143.302888147005 286.60577629401 "orthw1g1p3" 20.085 "herbivore" "control"
"171" "orth015" 3 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth015" 15.4518541860732 46.3555625582196 "orthw1g1p3" 20.085 "herbivore" "control"
"172" "orth066" 2 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth066" 142.475969032664 284.951938065328 "orthw1g1p3" 20.085 "herbivore" "control"
"173" "orth054" 6 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth054" 70.7395160219863 424.437096131918 "orthw1g1p3" 20.085 "herbivore" "control"
"174" "orth016" 5 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth016" 35.7844902986798 178.922451493399 "orthw1g1p3" 20.085 "herbivore" "control"
"175" "orth067" 2 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth067" 53.7096379167275 107.419275833455 "orthw1g1p3" 20.085 "herbivore" "control"
"176" "orth068" 2 "w1g1p3" "tremor" "8/17/2016" "L" "orth" "orth068" 102.65798970797 205.31597941594 "orthw1g1p3" 20.085 "herbivore" "control"
"177" "orth015" 4 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth015" 15.4518541860732 61.8074167442928 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"178" "orth019" 1 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"179" "orth031" 1 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth031" 143.302888147005 143.302888147005 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"180" "orth069" 1 "w1g4p3" "melos1" "7/23/2016" "A" "orth" "orth069" 263.288310077708 263.288310077708 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"181" "orth016" 1 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"182" "orth050" 1 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth050" 3.26322118683651 3.26322118683651 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"183" "orth018" 1 "w1g4p3" "melos1" "7/23/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g4p3" 52.645 "herbivore" "weevil125"
"184" "orth019" 1 "w1g4p3" "melamu" "7/23/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g4p3" 4.14 "herbivore" "weevil125"
"185" "orth003" 1 "w1g4p3" "melamu" "7/23/2016" "A" "orth" "orth003" 5.50328873744218 5.50328873744218 "orthw1g4p3" 4.14 "herbivore" "weevil125"
"186" "orth024" 1 "w1g4p3" "melamu" "7/23/2016" "A" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g4p3" 4.14 "herbivore" "weevil125"
"187" "orth024" 2 "w1g4p3" "tricpl" "7/23/2016" "A" "orth" "orth024" 6.00475800356624 12.0095160071325 "orthw1g4p3" 2.76 "herbivore" "weevil125"
"188" "orth034" 2 "w1g4p3" "tricpl" "7/23/2016" "L" "orth" "orth034" 90.5418103397003 181.083620679401 "orthw1g4p3" 2.76 "herbivore" "weevil125"
"189" "orth015" 1 "w1g4p3" "tricpl" "7/23/2016" "L" "orth" "orth015" 15.4518541860732 15.4518541860732 "orthw1g4p3" 2.76 "herbivore" "weevil125"
"190" "orth020" 1 "w1g3p2" "homano" "8/5/2016" "L" "orth" "orth020" 15.9052173639475 15.9052173639475 "orthw1g3p2" 0.38953 "herbivore" "weevil125"
"191" "orth070" 4 "w1g3p2" "homano" "8/5/2016" "L" "orth" "orth070" 11.0819457020455 44.327782808182 "orthw1g3p2" 0.38953 "herbivore" "weevil125"
"192" "orth001" 2 "w1g3p2" "ficucp" "8/5/2016" "L" "orth" "orth001" 2.65887708549633 5.31775417099266 "orthw1g3p2" 4.81 "herbivore" "weevil125"
"193" "orth028" 2 "w1g3p2" "ficucp" "8/5/2016" "L" "orth" "orth028" 10.0324695711807 20.0649391423614 "orthw1g3p2" 4.81 "herbivore" "weevil125"
"194" "orth016" 1 "w1g3p2" "ficucp" "8/5/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g3p2" 4.81 "herbivore" "weevil125"
"195" "orth020" 3 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth020" 15.9052173639475 47.7156520918425 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"196" "orth027" 1 "w1g3p2" "piptar" "8/5/2016" "A" "orth" "orth027" 4.45503072275719 4.45503072275719 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"197" "orth046" 1 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth046" 11.8255942857072 11.8255942857072 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"198" "orth065" 1 "w1g3p2" "piptar" "8/5/2016" "A" "orth" "orth065" 217.750029913837 217.750029913837 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"199" "orth071" 5 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth071" 108.465752882196 542.32876441098 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"200" "orth012" 1 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth012" 44.1207604967473 44.1207604967473 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"201" "orth042" 2 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth042" 330.95938264751 661.91876529502 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"202" "orth008" 1 "w1g3p2" "piptar" "8/5/2016" "L" "orth" "orth008" 389.078789581175 389.078789581175 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"203" "orth040" 1 "w1g3p2" "piptar" "8/5/2016" "A" "orth" "orth040" 1628.49871595999 1628.49871595999 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"204" "orth032" 1 "w1g3p2" "piptar" "8/5/2016" "A" "orth" "orth032" 1126.98061122298 1126.98061122298 "orthw1g3p2" 16.75 "herbivore" "weevil125"
"205" "orth018" 1 "w1g3p2" "melamu" "8/5/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g3p2" 10.25 "herbivore" "weevil125"
"206" "orth070" 2 "w1g3p2" "melamu" "8/5/2016" "L" "orth" "orth070" 11.0819457020455 22.163891404091 "orthw1g3p2" 10.25 "herbivore" "weevil125"
"207" "orth042" 1 "w1g3p2" "melamu" "8/5/2016" "L" "orth" "orth042" 330.95938264751 330.95938264751 "orthw1g3p2" 10.25 "herbivore" "weevil125"
"208" "orth052" 1 "w1g3p2" "melamu" "8/5/2016" "L" "orth" "orth052" 70.2048310796966 70.2048310796966 "orthw1g3p2" 10.25 "herbivore" "weevil125"
"209" "orth072" 1 "w1g3p2" "melamu" "8/5/2016" "L" "orth" "orth072" 112.130913121642 112.130913121642 "orthw1g3p2" 10.25 "herbivore" "weevil125"
"210" "orth001" 3 "w1g3p1" "melamu" "8/3/2016" "L" "orth" "orth001" 2.65887708549633 7.97663125648899 "orthw1g3p1" 11.05 "herbivore" "weevil25"
"211" "orth014" 1 "w1g3p1" "melamu" "8/3/2016" "A" "orth" "orth014" 5.23029175638737 5.23029175638737 "orthw1g3p1" 11.05 "herbivore" "weevil25"
"212" "orth028" 1 "w1g3p1" "melamu" "8/3/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g3p1" 11.05 "herbivore" "weevil25"
"213" "orth065" 1 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth065" 217.750029913837 217.750029913837 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"214" "orth051" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth051" 209.624388945307 209.624388945307 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"215" "orth033" 5 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth033" 9.60696794427957 48.0348397213978 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"216" "orth071" 2 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth071" 108.465752882196 216.931505764392 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"217" "orth042" 2 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth042" 330.95938264751 661.91876529502 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"218" "orth060" 1 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth060" 467.070559758828 467.070559758828 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"219" "orth032" 3 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth032" 1126.98061122298 3380.94183366894 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"220" "orth015" 2 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth015" 15.4518541860732 30.9037083721464 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"221" "orth002" 1 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth002" 4.71982706775403 4.71982706775403 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"222" "orth009" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth009" 23.000937164134 23.000937164134 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"223" "orth074" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth074" 108.838212495239 108.838212495239 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"224" "orth075" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth075" 31.9311238349469 31.9311238349469 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"225" "orth045" 2 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth045" 1.52123749342375 3.0424749868475 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"226" "orth024" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"227" "orth003" 1 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth003" 5.50328873744218 5.50328873744218 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"228" "orth004" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth004" 6.99956067494318 6.99956067494318 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"229" "orth049" 1 "w1g3p1" "piptar" "8/3/2016" "A" "orth" "orth049" 5.0063974704072 5.0063974704072 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"230" "orth037" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth037" 14.6174474097651 14.6174474097651 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"231" "orth020" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth020" 15.9052173639475 15.9052173639475 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"232" "orth058" 1 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth058" 6.05000895029274 6.05000895029274 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"233" "orth007" 3 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth007" 20.0203414917987 60.0610244753961 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"234" "orth025" 5 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth025" 14.3959644893701 71.9798224468505 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"235" "orth028" 7 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth028" 10.0324695711807 70.2272869982649 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"236" "orth076" 3 "w1g3p1" "piptar" "8/3/2016" "L" "orth" "orth076" 9.24896637673064 27.7468991301919 "orthw1g3p1" 62.55 "herbivore" "weevil25"
"237" "orth041" 2 "w1g2p5" "piptar" "8/12/2016" "A" "orth" "orth041" 4.19111255860843 8.38222511721686 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"238" "orth058" 3 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth058" 6.05000895029274 18.1500268508782 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"239" "orth013" 5 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth013" 33.2042105386573 166.021052693286 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"240" "orth023" 1 "w1g2p5" "piptar" "8/12/2016" "A" "orth" "orth023" 22.8226969697082 22.8226969697082 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"241" "orth020" 6 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth020" 15.9052173639475 95.431304183685 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"242" "orth063" 1 "w1g2p5" "piptar" "8/12/2016" "A" "orth" "orth063" 86.4401032127332 86.4401032127332 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"243" "orth077" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth077" 9.87261932767328 9.87261932767328 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"244" "orth078" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth078" 44.3213108604966 44.3213108604966 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"245" "orth033" 2 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth033" 9.60696794427957 19.2139358885591 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"246" "orth024" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"247" "orth003" 1 "w1g2p5" "piptar" "8/12/2016" "A" "orth" "orth003" 5.50328873744218 5.50328873744218 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"248" "orth004" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth004" 6.99956067494318 6.99956067494318 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"249" "orth021" 2 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth021" 16.017271581578 32.034543163156 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"250" "orth076" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth076" 9.24896637673064 9.24896637673064 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"251" "orth015" 10 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth015" 15.4518541860732 154.518541860732 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"252" "orth079" 3 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth079" 82.511166885769 247.533500657307 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"253" "orth006" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth" "orth006" 25.3206288031699 25.3206288031699 "orthw1g2p5" 57.745 "herbivore" "insecticide"
"254" "orth066" 1 "w1g2p1" "piptar" "8/11/2016" "L" "orth" "orth066" 142.475969032664 142.475969032664 "orthw1g2p1" 0.2378 "herbivore" "weevil125"
"255" "orth016" 1 "w1g2p1" "pipeum" "8/11/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g2p1" 0.61 "herbivore" "weevil125"
"256" "orth064" 1 "w1g2p1" "cordte" "8/11/2016" "A" "orth" "orth064" 444.522282449581 444.522282449581 "orthw1g2p1" 2.38 "herbivore" "weevil125"
"257" "orth081" 1 "w1g2p1" "cordte" "8/11/2016" "L" "orth" "orth081" 24.0884110993303 24.0884110993303 "orthw1g2p1" 2.38 "herbivore" "weevil125"
"258" "orth011" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth011" 21.4017641921427 42.8035283842854 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"259" "orth016" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth016" 35.7844902986798 35.7844902986798 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"260" "orth002" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth" "orth002" 4.71982706775403 4.71982706775403 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"261" "orth003" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth" "orth003" 5.50328873744218 5.50328873744218 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"262" "orth064" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth" "orth064" 444.522282449581 444.522282449581 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"263" "orth073" 2 "w1g2p1" "melamu" "8/11/2016" "A" "orth" "orth073" 607.02699897507 1214.05399795014 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"264" "orth066" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth066" 142.475969032664 284.951938065328 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"265" "orth007" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth007" 20.0203414917987 40.0406829835974 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"266" "orth076" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth076" 9.24896637673064 9.24896637673064 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"267" "orth037" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth037" 14.6174474097651 14.6174474097651 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"268" "orth042" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth" "orth042" 330.95938264751 330.95938264751 "orthw1g2p1" 32.015 "herbivore" "weevil125"
"269" "orth001" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g3p3" 8.795 "herbivore" "control"
"270" "orth043" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth" "orth043" 5.12348331744905 5.12348331744905 "orthw1g3p3" 8.795 "herbivore" "control"
"271" "orth019" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g3p3" 8.795 "herbivore" "control"
"272" "orth058" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth" "orth058" 6.05000895029274 6.05000895029274 "orthw1g3p3" 8.795 "herbivore" "control"
"273" "orth001" 1 "w1g3p3" "ficucp" "8/4/2016" "L" "orth" "orth001" 2.65887708549633 2.65887708549633 "orthw1g3p3" 0.2045 "herbivore" "control"
"274" "orth028" 1 "w1g3p3" "costsp" "8/4/2016" "L" "orth" "orth028" 10.0324695711807 10.0324695711807 "orthw1g3p3" 2 "herbivore" "control"
"275" "orth051" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth051" 209.624388945307 419.248777890614 "orthw1g3p3" 100.475 "herbivore" "control"
"276" "orth079" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth079" 82.511166885769 165.022333771538 "orthw1g3p3" 100.475 "herbivore" "control"
"277" "orth015" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth015" 15.4518541860732 61.8074167442928 "orthw1g3p3" 100.475 "herbivore" "control"
"278" "orth082" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth082" 10.8556399095647 21.7112798191294 "orthw1g3p3" 100.475 "herbivore" "control"
"279" "orth019" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth019" 3.23117909348423 3.23117909348423 "orthw1g3p3" 100.475 "herbivore" "control"
"280" "orth001" 5 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth001" 2.65887708549633 13.2943854274817 "orthw1g3p3" 100.475 "herbivore" "control"
"281" "orth002" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth002" 4.71982706775403 9.43965413550806 "orthw1g3p3" 100.475 "herbivore" "control"
"282" "orth003" 7 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth003" 5.50328873744218 38.5230211620953 "orthw1g3p3" 100.475 "herbivore" "control"
"283" "orth005" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth005" 24.3651344709323 24.3651344709323 "orthw1g3p3" 100.475 "herbivore" "control"
"284" "orth006" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth006" 25.3206288031699 25.3206288031699 "orthw1g3p3" 100.475 "herbivore" "control"
"285" "orth007" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth007" 20.0203414917987 40.0406829835974 "orthw1g3p3" 100.475 "herbivore" "control"
"286" "orth042" 3 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth042" 330.95938264751 992.87814794253 "orthw1g3p3" 100.475 "herbivore" "control"
"287" "orth020" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth020" 15.9052173639475 63.62086945579 "orthw1g3p3" 100.475 "herbivore" "control"
"288" "orth021" 3 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth021" 16.017271581578 48.051814744734 "orthw1g3p3" 100.475 "herbivore" "control"
"289" "orth026" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth026" 213.063317190153 426.126634380306 "orthw1g3p3" 100.475 "herbivore" "control"
"290" "orth014" 3 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth014" 5.23029175638737 15.6908752691621 "orthw1g3p3" 100.475 "herbivore" "control"
"291" "orth018" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g3p3" 100.475 "herbivore" "control"
"292" "orth025" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth025" 14.3959644893701 57.5838579574804 "orthw1g3p3" 100.475 "herbivore" "control"
"293" "orth049" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth049" 5.0063974704072 5.0063974704072 "orthw1g3p3" 100.475 "herbivore" "control"
"294" "orth083" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth083" 8.36007104639297 16.7201420927859 "orthw1g3p3" 100.475 "herbivore" "control"
"295" "orth007" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth007" 20.0203414917987 40.0406829835974 "orthw1g3p3" 100.475 "herbivore" "control"
"296" "orth012" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth012" 44.1207604967473 88.2415209934946 "orthw1g3p3" 100.475 "herbivore" "control"
"297" "orth031" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth" "orth031" 143.302888147005 573.21155258802 "orthw1g3p3" 100.475 "herbivore" "control"
"298" "orth084" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth084" 258.493179874028 258.493179874028 "orthw1g3p3" 100.475 "herbivore" "control"
"299" "orth032" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth" "orth032" 1126.98061122298 2253.96122244596 "orthw1g3p3" 100.475 "herbivore" "control"
"300" "orth040" 1 "w1g3p5" "pipeum" "8/2/2016" "A" "orth" "orth040" 1628.49871595999 1628.49871595999 "orthw1g3p5" 0.31775 "herbivore" "insecticide"
"301" "orth018" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth" "orth018" 24.4843275653858 24.4843275653858 "orthw1g3p5" 6.615 "herbivore" "insecticide"
"302" "orth015" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth" "orth015" 15.4518541860732 15.4518541860732 "orthw1g3p5" 6.615 "herbivore" "insecticide"
"303" "orth045" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth" "orth045" 1.52123749342375 1.52123749342375 "orthw1g3p5" 6.615 "herbivore" "insecticide"
"304" "orth065" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth" "orth065" 217.750029913837 217.750029913837 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"305" "orth026" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth" "orth026" 213.063317190153 213.063317190153 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"306" "orth032" 2 "w1g3p5" "piptar" "8/2/2016" "A" "orth" "orth032" 1126.98061122298 2253.96122244596 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"307" "orth085" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth" "orth085" 3.42636957884016 3.42636957884016 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"308" "orth024" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth" "orth024" 6.00475800356624 6.00475800356624 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"309" "orth001" 3 "w1g3p5" "piptar" "8/2/2016" "L" "orth" "orth001" 2.65887708549633 7.97663125648899 "orthw1g3p5" 109.095 "herbivore" "insecticide"
"310" "orth015" 7 "w1g3p5" "piptar" "8/2/2016" "L" "orth" "orth015" 15.4518541860732 108.162979302512 "orthw1g3p5" 109.095 "herbivore" "insecticide"
