"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family" "morph" "bio" "totbio" "morphplot" "plant_bio" "guild" "treat"
"1496" "aran009" 1 "w1g2p1" "piptar" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g2p1" 0.2378 "art_pred" "weevil125"
"1497" "aran001" 1 "w1g2p1" "piptar" "" "" "aran" "aran001" 5.63849700010126 5.63849700010126 "aranw1g2p1" 0.2378 "art_pred" "weevil125"
"1498" "aran089" 1 "w1g2p1" "piptar" "" "" "aran" "aran089" 4.90737249774886 4.90737249774886 "aranw1g2p1" 0.2378 "art_pred" "weevil125"
"1499" "aran001" 1 "w1g2p1" "melamu" "" "" "aran" "aran001" 5.63849700010126 5.63849700010126 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1500" "aran009" 5 "w1g2p1" "melamu" "" "" "aran" "aran009" 8.55380769717215 42.7690384858607 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1501" "aran011" 7 "w1g2p1" "melamu" "" "" "aran" "aran011" 4.83204407818838 33.8243085473187 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1502" "aran036" 1 "w1g2p1" "melamu" "" "" "aran" "aran036" 2.72980299555887 2.72980299555887 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1503" "aran072" 1 "w1g2p1" "melamu" "" "" "aran" "aran072" 3.71194049792966 3.71194049792966 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1504" "aran046" 6 "w1g2p1" "melamu" "" "" "aran" "aran046" 5.80126253678602 34.8075752207161 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1505" "aran042" 1 "w1g2p1" "melamu" "" "" "aran" "aran042" 0.865980486796321 0.865980486796321 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1506" "aran006" 1 "w1g2p1" "melamu" "" "" "aran" "aran006" 6.50205523032751 6.50205523032751 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1507" "aran004" 1 "w1g2p1" "melamu" "" "" "aran" "aran004" 5.01286931988668 5.01286931988668 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1508" "aran016" 2 "w1g2p1" "melamu" "" "" "aran" "aran016" 5.18058982812174 10.3611796562435 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1509" "aran008" 1 "w1g2p1" "melamu" "" "" "aran" "aran008" 7.61677749004644 7.61677749004644 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1510" "aran023" 1 "w1g2p1" "melamu" "" "" "aran" "aran023" 1.0093948507126 1.0093948507126 "aranw1g2p1" 32.015 "art_pred" "weevil125"
"1511" "aran011" 5 "w1g5p1" "melamu" "" "" "aran" "aran011" 4.83204407818838 24.1602203909419 "aranw1g5p1" 48.655 "art_pred" "control"
"1512" "aran034" 2 "w1g5p1" "melamu" "" "" "aran" "aran034" 6.04731619069635 12.0946323813927 "aranw1g5p1" 48.655 "art_pred" "control"
"1513" "aran009" 1 "w1g5p1" "melamu" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g5p1" 48.655 "art_pred" "control"
"1514" "aran022" 1 "w1g5p1" "melamu" "" "" "aran" "aran022" 2.47894943805652 2.47894943805652 "aranw1g5p1" 48.655 "art_pred" "control"
"1515" "aran001" 1 "w1g5p1" "melamu" "" "" "aran" "aran001" 5.63849700010126 5.63849700010126 "aranw1g5p1" 48.655 "art_pred" "control"
"1516" "aran015" 2 "w1g5p1" "melamu" "" "" "aran" "aran015" 1.63200151078439 3.26400302156878 "aranw1g5p1" 48.655 "art_pred" "control"
"1517" "aran072" 1 "w1g5p1" "melamu" "" "" "aran" "aran072" 3.71194049792966 3.71194049792966 "aranw1g5p1" 48.655 "art_pred" "control"
"1518" "aran014" 2 "w1g5p1" "melamu" "" "" "aran" "aran014" 13.1770519785608 26.3541039571216 "aranw1g5p1" 48.655 "art_pred" "control"
"1519" "aran002" 1 "w1g5p1" "melamu" "" "" "aran" "aran002" 5.81824625310196 5.81824625310196 "aranw1g5p1" 48.655 "art_pred" "control"
"1520" "aran073" 3 "w1g5p1" "melamu" "" "" "aran" "aran073" 2.91994703509741 8.75984110529223 "aranw1g5p1" 48.655 "art_pred" "control"
"1521" "aran067" 1 "w1g5p1" "melamu" "" "" "aran" "aran067" 1.5625764354635 1.5625764354635 "aranw1g5p1" 48.655 "art_pred" "control"
"1522" "aran115" 1 "w1g5p1" "melamu" "" "" "aran" "aran115" 2.95492405968117 2.95492405968117 "aranw1g5p1" 48.655 "art_pred" "control"
"1523" "aran091" 1 "w1g5p1" "melamu" "" "" "aran" "aran091" 4.30185594513447 4.30185594513447 "aranw1g5p1" 48.655 "art_pred" "control"
"1524" "aran116" 1 "w1g5p1" "melamu" "" "" "aran" "aran116" 16.3536635430695 16.3536635430695 "aranw1g5p1" 48.655 "art_pred" "control"
"1525" "aran008" 1 "w1g5p1" "tremor" "" "" "aran" "aran008" 7.61677749004644 7.61677749004644 "aranw1g5p1" 35.285 "art_pred" "control"
"1526" "aran011" 2 "w1g5p1" "tremor" "" "" "aran" "aran011" 4.83204407818838 9.66408815637676 "aranw1g5p1" 35.285 "art_pred" "control"
"1527" "aran040" 1 "w1g5p1" "tremor" "" "" "aran" "aran040" 7.57084101508172 7.57084101508172 "aranw1g5p1" 35.285 "art_pred" "control"
"1528" "aran021" 1 "w1g5p1" "tremor" "" "" "aran" "aran021" 3.36746216375571 3.36746216375571 "aranw1g5p1" 35.285 "art_pred" "control"
"1529" "aran038" 1 "w1g5p1" "tremor" "" "" "aran" "aran038" 4.98161036946867 4.98161036946867 "aranw1g5p1" 35.285 "art_pred" "control"
"1530" "aran073" 1 "w1g5p1" "tremor" "" "" "aran" "aran073" 2.91994703509741 2.91994703509741 "aranw1g5p1" 35.285 "art_pred" "control"
"1531" "aran117" 1 "w1g5p1" "tremor" "" "" "aran" "aran117" 6.40009310638966 6.40009310638966 "aranw1g5p1" 35.285 "art_pred" "control"
"1532" "aran011" 1 "w1g5p1" "macata" "" "" "aran" "aran011" 4.83204407818838 4.83204407818838 "aranw1g5p1" 0.675 "art_pred" "control"
"1533" "aran015" 1 "w1g5p1" "macata" "" "" "aran" "aran015" 1.63200151078439 1.63200151078439 "aranw1g5p1" 0.675 "art_pred" "control"
"1534" "aran024" 1 "w1g5p1" "macata" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g5p1" 0.675 "art_pred" "control"
"1535" "aran009" 1 "w1g5p1" "macata" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g5p1" 0.675 "art_pred" "control"
"1536" "aran002" 1 "w1g5p1" "macata" "" "" "aran" "aran002" 5.81824625310196 5.81824625310196 "aranw1g5p1" 0.675 "art_pred" "control"
"1537" "aran009" 1 "w1g5p1" "breyce" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g5p1" 0.43802 "art_pred" "control"
"1538" "aran011" 3 "w1g5p1" "tricpl" "" "" "aran" "aran011" 4.83204407818838 14.4961322345651 "aranw1g5p1" 6.58 "art_pred" "control"
"1539" "aran009" 1 "w1g5p1" "tricpl" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g5p1" 6.58 "art_pred" "control"
"1540" "aran040" 1 "w1g5p1" "tricpl" "" "" "aran" "aran040" 7.57084101508172 7.57084101508172 "aranw1g5p1" 6.58 "art_pred" "control"
"1541" "aran034" 1 "w1g5p1" "tricpl" "" "" "aran" "aran034" 6.04731619069635 6.04731619069635 "aranw1g5p1" 6.58 "art_pred" "control"
"1542" "aran072" 1 "w1g5p1" "tricpl" "" "" "aran" "aran072" 3.71194049792966 3.71194049792966 "aranw1g5p1" 6.58 "art_pred" "control"
"1543" "aran024" 1 "w1g5p1" "tricpl" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g5p1" 6.58 "art_pred" "control"
"1544" "aran042" 1 "w1g5p1" "tricpl" "" "" "aran" "aran042" 0.865980486796321 0.865980486796321 "aranw1g5p1" 6.58 "art_pred" "control"
"1545" "aran084" 1 "w1g5p1" "tricpl" "" "" "aran" "aran084" 5.83714917207813 5.83714917207813 "aranw1g5p1" 6.58 "art_pred" "control"
"1546" "aran011" 5 "w1g2p4" "piptar" "" "" "aran" "aran011" 4.83204407818838 24.1602203909419 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1547" "aran034" 2 "w1g2p4" "piptar" "" "" "aran" "aran034" 6.04731619069635 12.0946323813927 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1548" "aran009" 12 "w1g2p4" "piptar" "" "" "aran" "aran009" 8.55380769717215 102.645692366066 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1549" "aran056" 3 "w1g2p4" "piptar" "" "" "aran" "aran056" 1.94808114653527 5.84424343960581 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1550" "aran002" 1 "w1g2p4" "piptar" "" "" "aran" "aran002" 5.81824625310196 5.81824625310196 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1551" "aran008" 2 "w1g2p4" "piptar" "" "" "aran" "aran008" 7.61677749004644 15.2335549800929 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1552" "aran038" 5 "w1g2p4" "piptar" "" "" "aran" "aran038" 4.98161036946867 24.9080518473433 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1553" "aran003" 1 "w1g2p4" "piptar" "" "" "aran" "aran003" 6.14615010552149 6.14615010552149 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1554" "aran024" 1 "w1g2p4" "piptar" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1555" "aran087" 1 "w1g2p4" "piptar" "" "" "aran" "aran087" 22.4414676115272 22.4414676115272 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1556" "aran086" 1 "w1g2p4" "piptar" "" "" "aran" "aran086" 10.1657509544295 10.1657509544295 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1557" "aran070" 2 "w1g2p4" "piptar" "" "" "aran" "aran070" 1.02237709188792 2.04475418377584 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1558" "aran015" 1 "w1g2p4" "piptar" "" "" "aran" "aran015" 1.63200151078439 1.63200151078439 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1559" "aran042" 1 "w1g2p4" "piptar" "" "" "aran" "aran042" 0.865980486796321 0.865980486796321 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1560" "aran052" 1 "w1g2p4" "piptar" "" "" "aran" "aran052" 5.96658663066936 5.96658663066936 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1561" "aran035" 1 "w1g2p4" "piptar" "" "" "aran" "aran035" 6.4458484309979 6.4458484309979 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1562" "aran046" 3 "w1g2p4" "piptar" "" "" "aran" "aran046" 5.80126253678602 17.4037876103581 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1563" "aran041" 1 "w1g2p4" "piptar" "" "" "aran" "aran041" 4.50591783426735 4.50591783426735 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1564" "aran019" 2 "w1g2p4" "piptar" "" "" "aran" "aran019" 3.43064399764577 6.86128799529154 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1565" "aran072" 3 "w1g2p4" "piptar" "" "" "aran" "aran072" 3.71194049792966 11.135821493789 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1566" "aran039" 3 "w1g2p4" "piptar" "" "" "aran" "aran039" 3.46460602572472 10.3938180771742 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1567" "aran021" 6 "w1g2p4" "piptar" "" "" "aran" "aran021" 3.36746216375571 20.2047729825343 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1568" "aran023" 1 "w1g2p4" "piptar" "" "" "aran" "aran023" 1.0093948507126 1.0093948507126 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1569" "aran112" 2 "w1g2p4" "piptar" "" "" "aran" "aran112" 5.21335085483671 10.4267017096734 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1570" "aran059" 1 "w1g2p4" "piptar" "" "" "aran" "aran059" 5.76737723763292 5.76737723763292 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1571" "aran071" 2 "w1g2p4" "piptar" "" "" "aran" "aran071" 8.48388886585269 16.9677777317054 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1572" "aran087" 1 "w1g2p4" "piptar" "" "" "aran" "aran087" 22.4414676115272 22.4414676115272 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1573" "aran064" 1 "w1g2p4" "piptar" "" "" "aran" "aran064" 6.40009310638966 6.40009310638966 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1574" "aran118" 1 "w1g2p4" "piptar" "" "" "aran" "aran118" 10.208622060537 10.208622060537 "aranw1g2p4" 49.015 "art_pred" "weevil25"
"1575" "aran024" 1 "w1g5p4" "cordte" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g5p4" 1.375 "art_pred" "weevil25"
"1576" "aran104" 1 "w1g5p4" "cordte" "" "" "aran" "aran104" 3.48592603626365 3.48592603626365 "aranw1g5p4" 1.375 "art_pred" "weevil25"
"1577" "aran019" 1 "w1g5p4" "cordte" "" "" "aran" "aran019" 3.43064399764577 3.43064399764577 "aranw1g5p4" 1.375 "art_pred" "weevil25"
"1578" "aran015" 1 "w1g5p4" "cordte" "" "" "aran" "aran015" 1.63200151078439 1.63200151078439 "aranw1g5p4" 1.375 "art_pred" "weevil25"
"1579" "aran011" 3 "w1g5p4" "melamu" "" "" "aran" "aran011" 4.83204407818838 14.4961322345651 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1580" "aran014" 4 "w1g5p4" "melamu" "" "" "aran" "aran014" 13.1770519785608 52.7082079142432 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1581" "aran086" 1 "w1g5p4" "melamu" "" "" "aran" "aran086" 10.1657509544295 10.1657509544295 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1582" "aran034" 2 "w1g5p4" "melamu" "" "" "aran" "aran034" 6.04731619069635 12.0946323813927 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1583" "aran022" 1 "w1g5p4" "melamu" "" "" "aran" "aran022" 2.47894943805652 2.47894943805652 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1584" "aran075" 1 "w1g5p4" "melamu" "" "" "aran" "aran075" 1.33471272859841 1.33471272859841 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1585" "aran001" 1 "w1g5p4" "melamu" "" "" "aran" "aran001" 5.63849700010126 5.63849700010126 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1586" "aran067" 1 "w1g5p4" "melamu" "" "" "aran" "aran067" 1.5625764354635 1.5625764354635 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1587" "aran082" 1 "w1g5p4" "melamu" "" "" "aran" "aran082" 3.27596578227594 3.27596578227594 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1588" "aran006" 1 "w1g5p4" "melamu" "" "" "aran" "aran006" 6.50205523032751 6.50205523032751 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1589" "aran039" 1 "w1g5p4" "melamu" "" "" "aran" "aran039" 3.46460602572472 3.46460602572472 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1590" "aran003" 1 "w1g5p4" "melamu" "" "" "aran" "aran003" 6.14615010552149 6.14615010552149 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1591" "aran088" 1 "w1g5p4" "melamu" "" "" "aran" "aran088" 9.11006305163489 9.11006305163489 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1592" "aran024" 1 "w1g5p4" "melamu" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1593" "aran057" 1 "w1g5p4" "melamu" "" "" "aran" "aran057" 3.61871629917148 3.61871629917148 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1594" "aran042" 1 "w1g5p4" "melamu" "" "" "aran" "aran042" 0.865980486796321 0.865980486796321 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1595" "aran101" 1 "w1g5p4" "melamu" "" "" "aran" "aran101" 3.20757473720353 3.20757473720353 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1596" "aran074" 1 "w1g5p4" "melamu" "" "" "aran" "aran074" 1.15984025217927 1.15984025217927 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1597" "aran045" 1 "w1g5p4" "melamu" "" "" "aran" "aran045" 2.57913788057904 2.57913788057904 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1598" "aran037" 1 "w1g5p4" "melamu" "" "" "aran" "aran037" 2.82399233919313 2.82399233919313 "aranw1g5p4" 44.84 "art_pred" "weevil25"
"1599" "aran034" 1 "w1g5p4" "piptar" "" "" "aran" "aran034" 6.04731619069635 6.04731619069635 "aranw1g5p4" 9.045 "art_pred" "weevil25"
"1600" "aran014" 1 "w1g5p4" "piptar" "" "" "aran" "aran014" 13.1770519785608 13.1770519785608 "aranw1g5p4" 9.045 "art_pred" "weevil25"
"1601" "aran006" 1 "w1g5p4" "piptar" "" "" "aran" "aran006" 6.50205523032751 6.50205523032751 "aranw1g5p4" 9.045 "art_pred" "weevil25"
"1602" "aran039" 2 "w1g5p4" "piptar" "" "" "aran" "aran039" 3.46460602572472 6.92921205144944 "aranw1g5p4" 9.045 "art_pred" "weevil25"
"1603" "aran043" 1 "w1g5p4" "piptar" "" "" "aran" "aran043" 1.22380137939612 1.22380137939612 "aranw1g5p4" 9.045 "art_pred" "weevil25"
"1604" "aran016" 1 "w1g4p4" "tricpl" "" "" "aran" "aran016" 5.18058982812174 5.18058982812174 "aranw1g4p4" 0.75 "art_pred" "weevil25"
"1605" "aran037" 1 "w1g4p4" "tricpl" "" "" "aran" "aran037" 2.82399233919313 2.82399233919313 "aranw1g4p4" 0.75 "art_pred" "weevil25"
"1606" "aran087" 1 "w1g4p4" "melos1" "" "" "aran" "aran087" 22.4414676115272 22.4414676115272 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1607" "aran011" 5 "w1g4p4" "melos1" "" "" "aran" "aran011" 4.83204407818838 24.1602203909419 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1608" "aran008" 4 "w1g4p4" "melos1" "" "" "aran" "aran008" 7.61677749004644 30.4671099601858 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1609" "aran073" 3 "w1g4p4" "melos1" "" "" "aran" "aran073" 2.91994703509741 8.75984110529223 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1610" "aran012" 1 "w1g4p4" "melos1" "" "" "aran" "aran012" 2.60816571130502 2.60816571130502 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1611" "aran001" 3 "w1g4p4" "melos1" "" "" "aran" "aran001" 5.63849700010126 16.9154910003038 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1612" "aran041" 1 "w1g4p4" "melos1" "" "" "aran" "aran041" 4.50591783426735 4.50591783426735 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1613" "aran118" 3 "w1g4p4" "melos1" "" "" "aran" "aran118" 10.208622060537 30.625866181611 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1614" "aran002" 1 "w1g4p4" "melos1" "" "" "aran" "aran002" 5.81824625310196 5.81824625310196 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1615" "aran010" 1 "w1g4p4" "melos1" "" "" "aran" "aran010" 2.23610635399355 2.23610635399355 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1616" "aran033" 1 "w1g4p4" "melos1" "" "" "aran" "aran033" 15.1757132715679 15.1757132715679 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1617" "aran034" 2 "w1g4p4" "melos1" "" "" "aran" "aran034" 6.04731619069635 12.0946323813927 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1618" "aran080" 1 "w1g4p4" "melos1" "" "" "aran" "aran080" 1.95738914679891 1.95738914679891 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1619" "aran106" 1 "w1g4p4" "melos1" "" "" "aran" "aran106" 14.8480580360351 14.8480580360351 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1620" "aran039" 4 "w1g4p4" "melos1" "" "" "aran" "aran039" 3.46460602572472 13.8584241028989 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1621" "aran019" 1 "w1g4p4" "melos1" "" "" "aran" "aran019" 3.43064399764577 3.43064399764577 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1622" "aran056" 1 "w1g4p4" "melos1" "" "" "aran" "aran056" 1.94808114653527 1.94808114653527 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1623" "aran057" 1 "w1g4p4" "melos1" "" "" "aran" "aran057" 3.61871629917148 3.61871629917148 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1624" "aran045" 1 "w1g4p4" "melos1" "" "" "aran" "aran045" 2.57913788057904 2.57913788057904 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1625" "aran051" 2 "w1g4p4" "melos1" "" "" "aran" "aran051" 8.30051630952675 16.6010326190535 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1626" "aran007" 2 "w1g4p4" "melos1" "" "" "aran" "aran007" 14.04613887152 28.09227774304 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1627" "aran023" 1 "w1g4p4" "melos1" "" "" "aran" "aran023" 1.0093948507126 1.0093948507126 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1628" "aran018" 1 "w1g4p4" "melos1" "" "" "aran" "aran018" 3.20417606755181 3.20417606755181 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1629" "aran059" 2 "w1g4p4" "melos1" "" "" "aran" "aran059" 5.76737723763292 11.5347544752658 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1630" "aran016" 1 "w1g4p4" "melos1" "" "" "aran" "aran016" 5.18058982812174 5.18058982812174 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1631" "aran024" 1 "w1g4p4" "melos1" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1632" "aran051" 1 "w1g4p4" "melos1" "" "" "aran" "aran051" 8.30051630952675 8.30051630952675 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1633" "aran066" 1 "w1g4p4" "melos1" "" "" "aran" "aran066" 8.51181841631896 8.51181841631896 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1634" "aran055" 2 "w1g4p4" "melos1" "" "" "aran" "aran055" 2.38283423586557 4.76566847173114 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1635" "aran032" 4 "w1g4p4" "melos1" "" "" "aran" "aran032" 4.95045923417415 19.8018369366966 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1636" "aran119" 1 "w1g4p4" "melos1" "" "" "aran" "aran119" 5.89406092236355 5.89406092236355 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1637" "aran120" 1 "w1g4p4" "melos1" "" "" "aran" "aran120" 9.70072561157997 9.70072561157997 "aranw1g4p4" 152.895 "art_pred" "weevil25"
"1638" "aran049" 1 "w1g3p3" "ficucp" "" "" "aran" "aran049" 0.617468933416965 0.617468933416965 "aranw1g3p3" 0.2045 "art_pred" "control"
"1639" "aran001" 1 "w1g3p3" "costsp" "" "" "aran" "aran001" 5.63849700010126 5.63849700010126 "aranw1g3p3" 2 "art_pred" "control"
"1640" "aran035" 1 "w1g3p3" "costsp" "" "" "aran" "aran035" 6.4458484309979 6.4458484309979 "aranw1g3p3" 2 "art_pred" "control"
"1641" "aran052" 1 "w1g3p3" "costsp" "" "" "aran" "aran052" 5.96658663066936 5.96658663066936 "aranw1g3p3" 2 "art_pred" "control"
"1642" "aran039" 1 "w1g3p3" "costsp" "" "" "aran" "aran039" 3.46460602572472 3.46460602572472 "aranw1g3p3" 2 "art_pred" "control"
"1643" "aran032" 1 "w1g3p3" "costsp" "" "" "aran" "aran032" 4.95045923417415 4.95045923417415 "aranw1g3p3" 2 "art_pred" "control"
"1644" "aran079" 1 "w1g3p3" "melamu" "" "" "aran" "aran079" 3.89341047165873 3.89341047165873 "aranw1g3p3" 8.795 "art_pred" "control"
"1645" "aran009" 1 "w1g3p3" "melamu" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g3p3" 8.795 "art_pred" "control"
"1646" "aran057" 1 "w1g3p3" "melamu" "" "" "aran" "aran057" 3.61871629917148 3.61871629917148 "aranw1g3p3" 8.795 "art_pred" "control"
"1647" "aran011" 6 "w1g3p3" "piptar" "" "" "aran" "aran011" 4.83204407818838 28.9922644691303 "aranw1g3p3" 100.475 "art_pred" "control"
"1648" "aran015" 3 "w1g3p3" "piptar" "" "" "aran" "aran015" 1.63200151078439 4.89600453235317 "aranw1g3p3" 100.475 "art_pred" "control"
"1649" "aran004" 2 "w1g3p3" "piptar" "" "" "aran" "aran004" 5.01286931988668 10.0257386397734 "aranw1g3p3" 100.475 "art_pred" "control"
"1650" "aran001" 2 "w1g3p3" "piptar" "" "" "aran" "aran001" 5.63849700010126 11.2769940002025 "aranw1g3p3" 100.475 "art_pred" "control"
"1651" "aran008" 2 "w1g3p3" "piptar" "" "" "aran" "aran008" 7.61677749004644 15.2335549800929 "aranw1g3p3" 100.475 "art_pred" "control"
"1652" "aran034" 1 "w1g3p3" "piptar" "" "" "aran" "aran034" 6.04731619069635 6.04731619069635 "aranw1g3p3" 100.475 "art_pred" "control"
"1653" "aran022" 2 "w1g3p3" "piptar" "" "" "aran" "aran022" 2.47894943805652 4.95789887611304 "aranw1g3p3" 100.475 "art_pred" "control"
"1654" "aran039" 3 "w1g3p3" "piptar" "" "" "aran" "aran039" 3.46460602572472 10.3938180771742 "aranw1g3p3" 100.475 "art_pred" "control"
"1655" "aran040" 2 "w1g3p3" "piptar" "" "" "aran" "aran040" 7.57084101508172 15.1416820301634 "aranw1g3p3" 100.475 "art_pred" "control"
"1656" "aran046" 2 "w1g3p3" "piptar" "" "" "aran" "aran046" 5.80126253678602 11.602525073572 "aranw1g3p3" 100.475 "art_pred" "control"
"1657" "aran041" 2 "w1g3p3" "piptar" "" "" "aran" "aran041" 4.50591783426735 9.0118356685347 "aranw1g3p3" 100.475 "art_pred" "control"
"1658" "aran002" 1 "w1g3p3" "piptar" "" "" "aran" "aran002" 5.81824625310196 5.81824625310196 "aranw1g3p3" 100.475 "art_pred" "control"
"1659" "aran056" 1 "w1g3p3" "piptar" "" "" "aran" "aran056" 1.94808114653527 1.94808114653527 "aranw1g3p3" 100.475 "art_pred" "control"
"1660" "aran057" 1 "w1g3p3" "piptar" "" "" "aran" "aran057" 3.61871629917148 3.61871629917148 "aranw1g3p3" 100.475 "art_pred" "control"
"1661" "aran024" 1 "w1g3p3" "piptar" "" "" "aran" "aran024" 3.7429643657576 3.7429643657576 "aranw1g3p3" 100.475 "art_pred" "control"
"1662" "aran038" 2 "w1g3p3" "piptar" "" "" "aran" "aran038" 4.98161036946867 9.96322073893734 "aranw1g3p3" 100.475 "art_pred" "control"
"1663" "aran089" 3 "w1g3p3" "piptar" "" "" "aran" "aran089" 4.90737249774886 14.7221174932466 "aranw1g3p3" 100.475 "art_pred" "control"
"1664" "aran009" 1 "w1g3p3" "piptar" "" "" "aran" "aran009" 8.55380769717215 8.55380769717215 "aranw1g3p3" 100.475 "art_pred" "control"
"1665" "aran104" 2 "w1g3p3" "piptar" "" "" "aran" "aran104" 3.48592603626365 6.9718520725273 "aranw1g3p3" 100.475 "art_pred" "control"
