"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family"
"349" "orth003" 1 "w1g2p5" "piptar" "8/12/2016" "A" "orth"
"350" "orth004" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"351" "orth021" 2 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"352" "orth076" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"353" "orth015" 10 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"354" "orth079" 3 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"355" "orth006" 1 "w1g2p5" "piptar" "8/12/2016" "L" "orth"
"356" "orth018" 1 "w1g1p4" "cordte" "8/20/2016" "L" "orth"
"357" "orth028" 1 "w1g1p4" "cordte" "8/20/2016" "L" "orth"
"358" "orth016" 1 "w1g1p4" "cordte" "8/20/2016" "L" "orth"
"359" "orth052" 2 "w1g1p4" "piptar" "8/20/2016" "L" "orth"
"360" "orth020" 8 "w1g1p4" "piptar" "8/20/2016" "L" "orth"
"361" "orth035" 1 "w1g1p4" "piptar" "8/20/2016" "L" "orth"
"362" "orth008" 1 "w1g1p4" "piptar" "8/20/2016" "L" "orth"
"363" "orth070" 2 "w1g1p4" "commba" "8/20/2016" "L" "orth"
"364" "orth020" 1 "w1g1p4" "commba" "8/20/2016" "L" "orth"
"365" "orth052" 1 "w1g1p4" "commba" "8/20/2016" "L" "orth"
"366" "orth006" 1 "w1g1p4" "commba" "8/20/2016" "A" "orth"
"367" "orth032" 1 "w1g1p4" "commba" "8/20/2016" "A" "orth"
"368" "orth074" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"369" "orth015" 11 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"370" "orth020" 4 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"371" "orth043" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"372" "orth013" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"373" "orth007" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"374" "orth006" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"375" "orth028" 1 "w1g1p4" "trems1" "8/20/2016" "L" "orth"
"376" "orth001" 2 "w1g3p4" "melamu" "7/30/2016" "L" "orth"
"377" "orth002" 2 "w1g3p4" "melamu" "7/30/2016" "A" "orth"
"378" "orth024" 3 "w1g3p4" "melamu" "7/30/2016" "A" "orth"
"379" "orth024" 3 "w1g3p4" "melamu" "7/30/2016" "L" "orth"
"380" "orth045" 1 "w1g3p4" "melamu" "7/30/2016" "L" "orth"
"381" "orth020" 1 "w1g3p4" "ficucg" "7/30/2016" "L" "orth"
"382" "orth021" 2 "w1g3p4" "ficucg" "7/30/2016" "L" "orth"
"383" "orth019" 2 "w1g3p4" "ficucg" "7/30/2016" "L" "orth"
"384" "orth025" 1 "w1g3p4" "ficucg" "7/30/2016" "A" "orth"
"385" "orth030" 3 "w1g3p4" "ficuco" "7/30/2016" "L" "orth"
"386" "orth002" 1 "w1g3p4" "ficuco" "7/30/2016" "A" "orth"
"387" "orth019" 2 "w1g3p4" "ficuco" "7/30/2016" "L" "orth"
"388" "orth024" 1 "w1g3p4" "ficuco" "7/30/2016" "A" "orth"
"389" "orth024" 2 "w1g3p4" "ficuco" "7/30/2016" "L" "orth"
"390" "orth016" 1 "w1g3p4" "ficuco" "7/30/2016" "L" "orth"
"391" "orth033" 1 "w1g3p4" "ficuco" "7/30/2016" "L" "orth"
"392" "orth020" 10 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"393" "orth013" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"394" "orth026" 2 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"395" "orth024" 2 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"396" "orth024" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"397" "orth079" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"398" "orth016" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"399" "orth015" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"400" "orth014" 2 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"401" "orth027" 1 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"402" "orth001" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"403" "orth019" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"404" "orth033" 3 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"405" "orth004" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"406" "orth021" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"407" "orth037" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"408" "orth023" 1 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"409" "orth025" 4 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"410" "orth028" 2 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"411" "orth048" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"412" "orth041" 1 "w1g3p4" "piptar" "7/30/2016" "A" "orth"
"413" "orth042" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"414" "orth080" 1 "w1g3p4" "piptar" "7/30/2016" "L" "orth"
"415" "orth066" 1 "w1g2p1" "piptar" "8/11/2016" "L" "orth"
"416" "orth016" 1 "w1g2p1" "pipeum" "8/11/2016" "L" "orth"
"417" "orth064" 1 "w1g2p1" "cordte" "8/11/2016" "A" "orth"
"418" "orth081" 1 "w1g2p1" "cordte" "8/11/2016" "L" "orth"
"419" "orth011" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"420" "orth016" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"421" "orth002" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth"
"422" "orth003" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth"
"423" "orth064" 1 "w1g2p1" "melamu" "8/11/2016" "A" "orth"
"424" "orth073" 2 "w1g2p1" "melamu" "8/11/2016" "A" "orth"
"425" "orth066" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"426" "orth007" 2 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"427" "orth076" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"428" "orth037" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"429" "orth042" 1 "w1g2p1" "melamu" "8/11/2016" "L" "orth"
"430" "orth001" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth"
"431" "orth043" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth"
"432" "orth019" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth"
"433" "orth058" 1 "w1g3p3" "melamu" "8/4/2016" "L" "orth"
"434" "orth001" 1 "w1g3p3" "ficuco" "8/4/2016" "L" "orth"
"435" "orth028" 1 "w1g3p3" "costsp" "8/4/2016" "L" "orth"
"436" "orth051" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"437" "orth079" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"438" "orth015" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"439" "orth082" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"440" "orth019" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"441" "orth001" 5 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"442" "orth002" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"443" "orth003" 7 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"444" "orth005" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"445" "orth006" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"446" "orth007" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"447" "orth042" 3 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"448" "orth020" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"449" "orth021" 3 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"450" "orth026" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"451" "orth014" 3 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"452" "orth018" 1 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"453" "orth025" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"454" "orth049" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"455" "orth083" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"456" "orth007" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"457" "orth012" 2 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"458" "orth031" 4 "w1g3p3" "piptar" "8/4/2016" "L" "orth"
"459" "orth084" 1 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"460" "orth032" 2 "w1g3p3" "piptar" "8/4/2016" "A" "orth"
"461" "orth040" 1 "w1g3p5" "pipeum" "8/2/2016" "A" "orth"
"462" "orth018" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth"
"463" "orth015" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth"
"464" "orth045" 1 "w1g3p5" "sorgpr" "8/2/2016" "L" "orth"
"465" "orth065" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth"
"466" "orth026" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth"
"467" "orth032" 2 "w1g3p5" "piptar" "8/2/2016" "A" "orth"
"468" "orth085" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth"
"469" "orth024" 1 "w1g3p5" "piptar" "8/2/2016" "A" "orth"
"470" "orth001" 3 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"471" "orth015" 7 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"472" "orth033" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"473" "orth020" 7 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"474" "orth051" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"475" "orth058" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"476" "orth035" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"477" "orth037" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"478" "orth054" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"479" "orth086" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"480" "orth087" 1 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"481" "orth008" 2 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"482" "orth042" 3 "w1g3p5" "piptar" "8/2/2016" "L" "orth"
"483" "orth018" 2 "w1g5p1" "prems1" "7/20/2016" "L" "orth"
"484" "orth014" 1 "w1g5p1" "breyce" "7/20/2016" "A" "orth"
"485" "orth015" 1 "w1g5p1" "breyce" "7/20/2016" "L" "orth"
"486" "orth052" 1 "w1g5p1" "macata" "7/20/2016" "L" "orth"
"487" "orth043" 2 "w1g5p1" "macata" "7/20/2016" "L" "orth"
"488" "orth020" 1 "w1g5p1" "macata" "7/20/2016" "L" "orth"
"489" "orth001" 2 "w1g5p1" "macata" "7/20/2016" "L" "orth"
"490" "orth003" 3 "w1g5p1" "macata" "7/20/2016" "A" "orth"
"491" "orth055" 2 "w1g5p1" "macata" "7/20/2016" "A" "orth"
"492" "orth028" 1 "w1g5p1" "macata" "7/20/2016" "L" "orth"
"493" "orth079" 3 "w1g5p1" "tremor" "7/20/2016" "L" "orth"
"494" "orth020" 2 "w1g5p1" "tremor" "7/20/2016" "L" "orth"
"495" "orth023" 1 "w1g5p1" "tremor" "7/20/2016" "A" "orth"
"496" "orth054" 1 "w1g5p1" "tremor" "7/20/2016" "L" "orth"
"497" "orth015" 3 "w1g5p1" "tremor" "7/20/2016" "L" "orth"
"498" "orth001" 1 "w1g5p1" "tremor" "7/20/2016" "L" "orth"
"499" "orth020" 3 "w1g5p1" "tricpl" "7/20/2016" "L" "orth"
"500" "orth003" 1 "w1g5p1" "tricpl" "7/20/2016" "A" "orth"
"501" "orth001" 1 "w1g5p1" "tricpl" "7/20/2016" "L" "orth"
"502" "orth011" 1 "w1g5p1" "tricpl" "7/20/2016" "L" "orth"
"503" "orth028" 1 "w1g5p1" "tricpl" "7/20/2016" "L" "orth"
"504" "orth054" 2 "w1g5p1" "tricpl" "7/20/2016" "L" "orth"
"505" "orth073" 1 "w1g5p1" "melamu" "7/20/2016" "A" "orth"
"506" "orth024" 1 "w1g5p1" "melamu" "7/20/2016" "A" "orth"
"507" "orth003" 4 "w1g5p1" "melamu" "7/20/2016" "A" "orth"
"508" "orth002" 1 "w1g5p1" "melamu" "7/20/2016" "A" "orth"
"509" "orth001" 7 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"510" "orth020" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"511" "orth043" 2 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"512" "orth019" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"513" "orth004" 2 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"514" "orth005" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"515" "orth008" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"516" "orth079" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"517" "orth018" 5 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"518" "orth028" 7 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"519" "orth015" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"520" "orth052" 2 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"521" "orth016" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"522" "orth054" 2 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"523" "orth088" 1 "w1g5p1" "melamu" "7/20/2016" "L" "orth"
"524" "orth049" 5 "w1g5p4" "cordte" "7/19/2016" "A" "orth"
"525" "orth065" 1 "w1g5p4" "cordte" "7/19/2016" "A" "orth"
"526" "orth010" 1 "w1g5p4" "cordte" "7/19/2016" "A" "orth"
"527" "orth071" 1 "w1g5p4" "cordte" "7/19/2016" "L" "orth"
"528" "orth068" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"529" "orth020" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"530" "orth018" 2 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"531" "orth003" 1 "w1g5p4" "melamu" "7/19/2016" "A" "orth"
"532" "orth024" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"533" "orth030" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"534" "orth008" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"535" "orth019" 2 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"536" "orth015" 1 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"537" "orth016" 3 "w1g5p4" "melamu" "7/19/2016" "L" "orth"
"538" "orth019" 2 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"539" "orth020" 9 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"540" "orth028" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"541" "orth012" 3 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"542" "orth031" 6 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"543" "orth074" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"544" "orth044" 1 "w1g5p4" "piptar" "7/19/2016" "L" "orth"
"545" "orth040" 1 "w1g5p4" "piptar" "7/19/2016" "A" "orth"
"546" "orth024" 2 "w1g3p6" "ficuco" "8/1/2016" "A" "orth"
"547" "orth071" 1 "w1g3p6" "ficuco" "8/1/2016" "L" "orth"
"548" "orth073" 1 "w1g3p6" "melamu" "8/1/2016" "A" "orth"
"549" "orth027" 1 "w1g3p6" "melamu" "8/1/2016" "A" "orth"
"550" "orth014" 1 "w1g3p6" "melamu" "8/1/2016" "A" "orth"
"551" "orth023" 1 "w1g3p6" "melamu" "8/1/2016" "A" "orth"
"552" "orth023" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"553" "orth024" 5 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"554" "orth045" 2 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"555" "orth019" 3 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"556" "orth020" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"557" "orth030" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"558" "orth013" 2 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"559" "orth037" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"560" "orth056" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"561" "orth089" 1 "w1g3p6" "melamu" "8/1/2016" "A" "orth"
"562" "orth031" 1 "w1g3p6" "melamu" "8/1/2016" "L" "orth"
"563" "orth006" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"564" "orth013" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"565" "orth015" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"566" "orth020" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"567" "orth025" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"568" "orth008" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"569" "orth054" 2 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"570" "orth071" 1 "w1g3p6" "manies" "8/1/2016" "L" "orth"
"571" "orth026" 1 "w1g3p6" "manies" "8/1/2016" "A" "orth"
"572" "orth001" 2 "w1g3p6" "macabi" "8/1/2016" "L" "orth"
"573" "orth016" 1 "w1g3p6" "macabi" "8/1/2016" "L" "orth"
"574" "orth003" 1 "w1g3p6" "macabi" "8/1/2016" "A" "orth"
"575" "orth024" 1 "w1g3p6" "macabi" "8/1/2016" "A" "orth"
"576" "orth024" 4 "w1g3p6" "macabi" "8/1/2016" "L" "orth"
"577" "orth020" 1 "w1g3p6" "macabi" "8/1/2016" "L" "orth"
"578" "orth045" 3 "w1g3p6" "macabi" "8/1/2016" "L" "orth"
"579" "orth051" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"580" "orth064" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"581" "orth065" 1 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"582" "orth026" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"583" "orth040" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"584" "orth032" 1 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"585" "orth080" 2 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"586" "orth042" 2 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"587" "orth016" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"588" "orth020" 11 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"589" "orth015" 7 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"590" "orth011" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"591" "orth024" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"592" "orth002" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"593" "orth003" 2 "w1g3p6" "piptar" "8/1/2016" "A" "orth"
"594" "orth018" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"595" "orth001" 4 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"596" "orth025" 5 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"597" "orth028" 3 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"598" "orth090" 2 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"599" "orth079" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"600" "orth033" 2 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"601" "orth044" 1 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"602" "orth082" 2 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"603" "orth012" 4 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"604" "orth031" 3 "w1g3p6" "piptar" "8/1/2016" "L" "orth"
"605" "orth020" 1 "w1g1p6" "pipead" "8/16/2016" "L" "orth"
"606" "orth018" 1 "w1g1p6" "pipead" "8/16/2016" "L" "orth"
"607" "orth026" 1 "w1g1p1" "commba" "8/19/2016" "A" "orth"
"608" "orth024" 1 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"609" "orth020" 1 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"610" "orth001" 1 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"611" "orth015" 2 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"612" "orth011" 10 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"613" "orth054" 2 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"614" "orth051" 1 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"615" "orth019" 1 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"616" "orth054" 4 "w1g1p1" "commba" "8/19/2016" "L" "orth"
"617" "orth015" 4 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"618" "orth052" 1 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"619" "orth046" 1 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"620" "orth020" 6 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"621" "orth037" 1 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"622" "orth028" 2 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"623" "orth066" 3 "w1g1p1" "trems1" "8/19/2016" "L" "orth"
"624" "orth002" 1 "w1g1p1" "trems1" "8/19/2016" "A" "orth"
"625" "orth073" 1 "w1g1p1" "trems1" "8/19/2016" "A" "orth"
"626" "orth091" 1 "w1g1p1" "trems1" "8/19/2016" "A" "orth"
"627" "orth026" 2 "w1g1p1" "macaqu" "8/19/2016" "A" "orth"
"628" "orth002" 1 "w1g1p1" "macaqu" "8/19/2016" "A" "orth"
"629" "orth003" 1 "w1g1p1" "macaqu" "8/19/2016" "A" "orth"
"630" "orth049" 2 "w1g1p1" "macaqu" "8/19/2016" "A" "orth"
"631" "orth019" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"632" "orth020" 3 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"633" "orth054" 3 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"634" "orth016" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"635" "orth017" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"636" "orth006" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"637" "orth028" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"638" "orth042" 1 "w1g1p1" "macaqu" "8/19/2016" "L" "orth"
"639" "orth001" 1 "w1g4p4" "tricpl" "7/28/2016" "L" "orth"
"640" "orth005" 1 "w1g4p4" "tricpl" "7/28/2016" "L" "orth"
"641" "orth029" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"642" "orth021" 2 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"643" "orth044" 3 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"644" "orth088" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"645" "orth011" 7 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"646" "orth001" 7 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"647" "orth002" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"648" "orth003" 6 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"649" "orth027" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"650" "orth025" 3 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"651" "orth058" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"652" "orth082" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"653" "orth087" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"654" "orth015" 13 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"655" "orth018" 4 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"656" "orth039" 1 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"657" "orth055" 2 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"658" "orth057" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"659" "orth037" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"660" "orth052" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"661" "orth092" 1 "w1g4p4" "melos1" "7/28/2016" "A" "orth"
"662" "orth012" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"663" "orth042" 2 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"664" "orth093" 1 "w1g4p4" "melos1" "7/28/2016" "L" "orth"
"665" "orth008" 4 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"666" "orth048" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"667" "orth042" 8 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"668" "orth054" 8 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"669" "orth033" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"670" "orth040" 2 "w1g2p4" "piptar" "8/13/2016" "A" "orth"
"671" "orth013" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"672" "orth035" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"673" "orth051" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"674" "orth020" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"675" "orth075" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"676" "orth015" 10 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"677" "orth071" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"678" "orth052" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"679" "orth001" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"680" "orth002" 3 "w1g2p4" "piptar" "8/13/2016" "A" "orth"
"681" "orth003" 3 "w1g2p4" "piptar" "8/13/2016" "A" "orth"
"682" "orth007" 2 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"683" "orth016" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"684" "orth079" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"685" "orth058" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"686" "orth005" 3 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"687" "orth028" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"688" "orth094" 1 "w1g2p4" "piptar" "8/13/2016" "L" "orth"
"689" "orth018" 1 "w1g1p5" "piptar" "8/18/2016" "L" "orth"
"690" "orth020" 1 "w1g1p5" "piptar" "8/18/2016" "L" "orth"
"691" "orth079" 1 "w1g1p5" "ficuhi" "8/18/2016" "L" "orth"
"692" "orth059" 1 "w1g1p5" "melamu" "8/18/2016" "A" "orth"
"693" "orth015" 1 "w1g1p5" "melamu" "8/18/2016" "L" "orth"
"694" "orth052" 1 "w1g1p5" "melamu" "8/18/2016" "L" "orth"
"695" "orth052" 1 "w1g1p5" "trems1" "8/18/2016" "L" "orth"
"696" "orth028" 1 "w1g1p5" "trems1" "8/18/2016" "L" "orth"
