"morphotype" "amount" "plot" "tree" "date" "adult.larvae" "family"
"2456" "aran099" 2 "w1g2p6" "viteco" "" "" "aran"
"2457" "aran019" 1 "w1g2p6" "viteco" "" "" "aran"
"2458" "aran025" 1 "w1g2p6" "viteco" "" "" "aran"
"2459" "aran037" 1 "w1g2p6" "viteco" "" "" "aran"
"2460" "aran011" 8 "w1g1p3" "trems1" "" "" "aran"
"2461" "aran009" 8 "w1g1p3" "trems1" "" "" "aran"
"2462" "aran086" 1 "w1g1p3" "trems1" "" "" "aran"
"2463" "aran035" 1 "w1g1p3" "trems1" "" "" "aran"
"2464" "aran075" 1 "w1g1p3" "trems1" "" "" "aran"
"2465" "aran041" 1 "w1g1p3" "trems1" "" "" "aran"
"2466" "aran040" 1 "w1g1p3" "trems1" "" "" "aran"
"2467" "aran072" 2 "w1g1p3" "trems1" "" "" "aran"
"2468" "aran056" 1 "w1g1p3" "trems1" "" "" "aran"
"2469" "aran001" 3 "w1g1p3" "trems1" "" "" "aran"
"2470" "aran046" 3 "w1g1p3" "trems1" "" "" "aran"
"2471" "aran073" 1 "w1g1p3" "trems1" "" "" "aran"
"2472" "aran024" 5 "w1g1p3" "trems1" "" "" "aran"
"2473" "aran059" 2 "w1g1p3" "trems1" "" "" "aran"
"2474" "aran002" 1 "w1g1p3" "trems1" "" "" "aran"
"2475" "aran099" 1 "w1g1p3" "trems1" "" "" "aran"
"2476" "aran034" 5 "w1g1p3" "trems1" "" "" "aran"
"2477" "aran016" 1 "w1g1p3" "trems1" "" "" "aran"
"2478" "aran014" 4 "w1g1p3" "trems1" "" "" "aran"
"2479" "aran051" 1 "w1g1p3" "trems1" "" "" "aran"
"2480" "aran071" 1 "w1g1p3" "trems1" "" "" "aran"
"2481" "aran064" 1 "w1g1p3" "macaqu" "" "" "aran"
"2482" "aran022" 1 "w1g1p3" "macaqu" "" "" "aran"
"2483" "aran009" 1 "w1g1p3" "macaqu" "" "" "aran"
"2484" "aran041" 1 "w1g1p3" "macaqu" "" "" "aran"
"2485" "aran072" 1 "w1g1p3" "macaqu" "" "" "aran"
"2486" "aran034" 1 "w1g1p3" "macaqu" "" "" "aran"
"2487" "aran003" 1 "w1g1p3" "macaqu" "" "" "aran"
"2488" "aran040" 1 "w1g1p3" "breyce" "" "" "aran"
"2489" "aran019" 1 "w1g1p3" "piptar" "" "" "aran"
"2490" "aran011" 1 "w1g1p3" "piptar" "" "" "aran"
"2491" "aran009" 1 "w1g1p3" "piptar" "" "" "aran"
"2492" "aran025" 2 "w1g1p3" "piptar" "" "" "aran"
"2493" "aran003" 1 "w1g4p6" "karipa" "" "" "aran"
"2494" "aran051" 1 "w1g4p6" "macata" "" "" "aran"
"2495" "aran110" 1 "w1g4p6" "macata" "" "" "aran"
"2496" "aran035" 2 "w1g4p6" "premob" "" "" "aran"
"2497" "aran090" 1 "w1g4p6" "premob" "" "" "aran"
"2498" "aran011" 1 "w1g4p6" "premob" "" "" "aran"
"2499" "aran025" 1 "w1g4p6" "premob" "" "" "aran"
"2500" "aran073" 1 "w1g4p6" "tricpl" "" "" "aran"
"2501" "aran034" 1 "w1g4p6" "tricpl" "" "" "aran"
"2502" "aran077" 1 "w1g4p6" "tricpl" "" "" "aran"
"2503" "aran025" 1 "w1g4p6" "tricpl" "" "" "aran"
"2504" "aran039" 1 "w1g4p6" "tricpl" "" "" "aran"
"2505" "aran111" 1 "w1g4p6" "tricpl" "" "" "aran"
"2506" "aran037" 3 "w1g4p6" "melamu" "" "" "aran"
"2507" "aran039" 3 "w1g4p6" "melamu" "" "" "aran"
"2508" "aran022" 1 "w1g4p6" "melamu" "" "" "aran"
"2509" "aran015" 1 "w1g4p6" "melamu" "" "" "aran"
"2510" "aran041" 1 "w1g4p6" "melamu" "" "" "aran"
"2511" "aran003" 1 "w1g4p6" "melamu" "" "" "aran"
"2512" "aran004" 1 "w1g4p6" "melamu" "" "" "aran"
"2513" "aran050" 1 "w1g4p6" "cordte" "" "" "aran"
"2514" "aran015" 1 "w1g4p6" "cordte" "" "" "aran"
"2515" "aran001" 1 "w1g4p6" "cordte" "" "" "aran"
"2516" "aran035" 1 "w1g4p6" "cordte" "" "" "aran"
"2517" "aran056" 1 "w1g4p6" "cordte" "" "" "aran"
"2518" "aran003" 2 "w1g4p6" "cordte" "" "" "aran"
"2519" "aran051" 1 "w1g4p6" "cordte" "" "" "aran"
"2520" "aran013" 1 "w1g4p6" "cordte" "" "" "aran"
"2521" "aran018" 1 "w1g4p6" "cordte" "" "" "aran"
"2522" "aran055" 1 "w1g4p6" "cordte" "" "" "aran"
"2523" "aran025" 1 "w1g4p6" "cordte" "" "" "aran"
"2524" "aran059" 1 "w1g4p6" "cordte" "" "" "aran"
"2525" "aran011" 8 "w1g4p6" "melos1" "" "" "aran"
"2526" "aran073" 1 "w1g4p6" "melos1" "" "" "aran"
"2527" "aran046" 2 "w1g4p6" "melos1" "" "" "aran"
"2528" "aran051" 1 "w1g4p6" "melos1" "" "" "aran"
"2529" "aran023" 2 "w1g4p6" "melos1" "" "" "aran"
"2530" "aran022" 2 "w1g4p6" "melos1" "" "" "aran"
"2531" "aran072" 1 "w1g4p6" "melos1" "" "" "aran"
"2532" "aran113" 1 "w1g4p6" "melos1" "" "" "aran"
"2533" "aran007" 2 "w1g4p6" "melos1" "" "" "aran"
"2534" "aran056" 3 "w1g4p6" "melos1" "" "" "aran"
"2535" "aran019" 1 "w1g4p6" "melos1" "" "" "aran"
"2536" "aran039" 1 "w1g4p6" "melos1" "" "" "aran"
"2537" "aran025" 1 "w1g4p6" "melos1" "" "" "aran"
"2538" "aran003" 1 "w1g4p6" "melos1" "" "" "aran"
"2539" "aran024" 1 "w1g4p6" "melos1" "" "" "aran"
"2540" "aran037" 1 "w1g4p6" "melos1" "" "" "aran"
"2541" "aran060" 1 "w1g4p6" "melos1" "" "" "aran"
"2542" "aran078" 1 "w1g4p6" "melos1" "" "" "aran"
"2543" "aran077" 2 "w1g4p6" "melos1" "" "" "aran"
"2544" "aran018" 1 "w1g4p6" "melos1" "" "" "aran"
"2545" "aran055" 1 "w1g4p6" "melos1" "" "" "aran"
"2546" "aran070" 1 "w1g4p6" "melos1" "" "" "aran"
"2547" "aran069" 1 "w1g4p6" "melos1" "" "" "aran"
"2548" "aran114" 1 "w1g4p6" "melos1" "" "" "aran"
"2549" "aran115" 1 "w1g4p6" "melos1" "" "" "aran"
"2550" "aran060" 1 "w1g5p6" "tricpl" "" "" "aran"
"2551" "aran015" 1 "w1g5p6" "piptar" "" "" "aran"
"2552" "aran011" 1 "w1g5p6" "piptar" "" "" "aran"
"2553" "aran034" 1 "w1g5p6" "piptar" "" "" "aran"
"2554" "aran040" 1 "w1g5p6" "piptar" "" "" "aran"
"2555" "aran024" 1 "w1g5p6" "piptar" "" "" "aran"
"2556" "aran025" 1 "w1g2p1" "cordte" "" "" "aran"
"2557" "aran009" 1 "w1g2p1" "piptar" "" "" "aran"
"2558" "aran001" 1 "w1g2p1" "piptar" "" "" "aran"
"2559" "aran089" 1 "w1g2p1" "piptar" "" "" "aran"
"2560" "aran001" 1 "w1g2p1" "melamu" "" "" "aran"
"2561" "aran009" 5 "w1g2p1" "melamu" "" "" "aran"
"2562" "aran011" 7 "w1g2p1" "melamu" "" "" "aran"
"2563" "aran036" 1 "w1g2p1" "melamu" "" "" "aran"
"2564" "aran072" 1 "w1g2p1" "melamu" "" "" "aran"
"2565" "aran046" 6 "w1g2p1" "melamu" "" "" "aran"
"2566" "aran042" 1 "w1g2p1" "melamu" "" "" "aran"
"2567" "aran006" 1 "w1g2p1" "melamu" "" "" "aran"
"2568" "aran004" 1 "w1g2p1" "melamu" "" "" "aran"
"2569" "aran016" 2 "w1g2p1" "melamu" "" "" "aran"
"2570" "aran008" 1 "w1g2p1" "melamu" "" "" "aran"
"2571" "aran023" 1 "w1g2p1" "melamu" "" "" "aran"
"2572" "aran011" 5 "w1g5p1" "melamu" "" "" "aran"
"2573" "aran034" 2 "w1g5p1" "melamu" "" "" "aran"
"2574" "aran009" 1 "w1g5p1" "melamu" "" "" "aran"
"2575" "aran022" 1 "w1g5p1" "melamu" "" "" "aran"
"2576" "aran001" 1 "w1g5p1" "melamu" "" "" "aran"
"2577" "aran015" 2 "w1g5p1" "melamu" "" "" "aran"
"2578" "aran072" 1 "w1g5p1" "melamu" "" "" "aran"
"2579" "aran014" 2 "w1g5p1" "melamu" "" "" "aran"
"2580" "aran002" 1 "w1g5p1" "melamu" "" "" "aran"
"2581" "aran073" 3 "w1g5p1" "melamu" "" "" "aran"
"2582" "aran067" 1 "w1g5p1" "melamu" "" "" "aran"
"2583" "aran115" 1 "w1g5p1" "melamu" "" "" "aran"
"2584" "aran091" 1 "w1g5p1" "melamu" "" "" "aran"
"2585" "aran116" 1 "w1g5p1" "melamu" "" "" "aran"
"2586" "aran008" 1 "w1g5p1" "tremor" "" "" "aran"
"2587" "aran011" 2 "w1g5p1" "tremor" "" "" "aran"
"2588" "aran040" 1 "w1g5p1" "tremor" "" "" "aran"
"2589" "aran021" 1 "w1g5p1" "tremor" "" "" "aran"
"2590" "aran038" 1 "w1g5p1" "tremor" "" "" "aran"
"2591" "aran073" 1 "w1g5p1" "tremor" "" "" "aran"
"2592" "aran117" 1 "w1g5p1" "tremor" "" "" "aran"
"2593" "aran011" 1 "w1g5p1" "macata" "" "" "aran"
"2594" "aran015" 1 "w1g5p1" "macata" "" "" "aran"
"2595" "aran024" 1 "w1g5p1" "macata" "" "" "aran"
"2596" "aran009" 1 "w1g5p1" "macata" "" "" "aran"
"2597" "aran002" 1 "w1g5p1" "macata" "" "" "aran"
"2598" "aran009" 1 "w1g5p1" "breyce" "" "" "aran"
"2599" "aran011" 3 "w1g5p1" "tricpl" "" "" "aran"
"2600" "aran009" 1 "w1g5p1" "tricpl" "" "" "aran"
"2601" "aran040" 1 "w1g5p1" "tricpl" "" "" "aran"
"2602" "aran034" 1 "w1g5p1" "tricpl" "" "" "aran"
"2603" "aran072" 1 "w1g5p1" "tricpl" "" "" "aran"
"2604" "aran024" 1 "w1g5p1" "tricpl" "" "" "aran"
"2605" "aran042" 1 "w1g5p1" "tricpl" "" "" "aran"
"2606" "aran084" 1 "w1g5p1" "tricpl" "" "" "aran"
"2607" "aran011" 5 "w1g2p4" "piptar" "" "" "aran"
"2608" "aran034" 2 "w1g2p4" "piptar" "" "" "aran"
"2609" "aran009" 12 "w1g2p4" "piptar" "" "" "aran"
"2610" "aran056" 3 "w1g2p4" "piptar" "" "" "aran"
"2611" "aran002" 1 "w1g2p4" "piptar" "" "" "aran"
"2612" "aran008" 2 "w1g2p4" "piptar" "" "" "aran"
"2613" "aran038" 5 "w1g2p4" "piptar" "" "" "aran"
"2614" "aran003" 1 "w1g2p4" "piptar" "" "" "aran"
"2615" "aran024" 1 "w1g2p4" "piptar" "" "" "aran"
"2616" "aran087" 1 "w1g2p4" "piptar" "" "" "aran"
"2617" "aran086" 1 "w1g2p4" "piptar" "" "" "aran"
"2618" "aran070" 2 "w1g2p4" "piptar" "" "" "aran"
"2619" "aran015" 1 "w1g2p4" "piptar" "" "" "aran"
"2620" "aran042" 1 "w1g2p4" "piptar" "" "" "aran"
"2621" "aran052" 1 "w1g2p4" "piptar" "" "" "aran"
"2622" "aran035" 1 "w1g2p4" "piptar" "" "" "aran"
"2623" "aran046" 3 "w1g2p4" "piptar" "" "" "aran"
"2624" "aran041" 1 "w1g2p4" "piptar" "" "" "aran"
"2625" "aran019" 2 "w1g2p4" "piptar" "" "" "aran"
"2626" "aran072" 3 "w1g2p4" "piptar" "" "" "aran"
"2627" "aran039" 3 "w1g2p4" "piptar" "" "" "aran"
"2628" "aran021" 6 "w1g2p4" "piptar" "" "" "aran"
"2629" "aran023" 1 "w1g2p4" "piptar" "" "" "aran"
"2630" "aran112" 2 "w1g2p4" "piptar" "" "" "aran"
"2631" "aran059" 1 "w1g2p4" "piptar" "" "" "aran"
"2632" "aran071" 2 "w1g2p4" "piptar" "" "" "aran"
"2633" "aran087" 1 "w1g2p4" "piptar" "" "" "aran"
"2634" "aran064" 1 "w1g2p4" "piptar" "" "" "aran"
"2635" "aran118" 1 "w1g2p4" "piptar" "" "" "aran"
"2636" "aran024" 1 "w1g5p4" "cordte" "" "" "aran"
"2637" "aran104" 1 "w1g5p4" "cordte" "" "" "aran"
"2638" "aran019" 1 "w1g5p4" "cordte" "" "" "aran"
"2639" "aran015" 1 "w1g5p4" "cordte" "" "" "aran"
"2640" "aran011" 3 "w1g5p4" "melamu" "" "" "aran"
"2641" "aran014" 4 "w1g5p4" "melamu" "" "" "aran"
"2642" "aran086" 1 "w1g5p4" "melamu" "" "" "aran"
"2643" "aran034" 2 "w1g5p4" "melamu" "" "" "aran"
"2644" "aran022" 1 "w1g5p4" "melamu" "" "" "aran"
"2645" "aran075" 1 "w1g5p4" "melamu" "" "" "aran"
"2646" "aran001" 1 "w1g5p4" "melamu" "" "" "aran"
"2647" "aran067" 1 "w1g5p4" "melamu" "" "" "aran"
"2648" "aran082" 1 "w1g5p4" "melamu" "" "" "aran"
"2649" "aran006" 1 "w1g5p4" "melamu" "" "" "aran"
"2650" "aran039" 1 "w1g5p4" "melamu" "" "" "aran"
"2651" "aran003" 1 "w1g5p4" "melamu" "" "" "aran"
"2652" "aran088" 1 "w1g5p4" "melamu" "" "" "aran"
"2653" "aran024" 1 "w1g5p4" "melamu" "" "" "aran"
"2654" "aran057" 1 "w1g5p4" "melamu" "" "" "aran"
"2655" "aran042" 1 "w1g5p4" "melamu" "" "" "aran"
"2656" "aran101" 1 "w1g5p4" "melamu" "" "" "aran"
"2657" "aran074" 1 "w1g5p4" "melamu" "" "" "aran"
"2658" "aran045" 1 "w1g5p4" "melamu" "" "" "aran"
"2659" "aran037" 1 "w1g5p4" "melamu" "" "" "aran"
"2660" "aran034" 1 "w1g5p4" "piptar" "" "" "aran"
"2661" "aran014" 1 "w1g5p4" "piptar" "" "" "aran"
"2662" "aran006" 1 "w1g5p4" "piptar" "" "" "aran"
"2663" "aran039" 2 "w1g5p4" "piptar" "" "" "aran"
"2664" "aran043" 1 "w1g5p4" "piptar" "" "" "aran"
"2665" "aran016" 1 "w1g4p4" "tricpl" "" "" "aran"
"2666" "aran037" 1 "w1g4p4" "tricpl" "" "" "aran"
"2667" "aran087" 1 "w1g4p4" "melos1" "" "" "aran"
"2668" "aran011" 5 "w1g4p4" "melos1" "" "" "aran"
"2669" "aran008" 4 "w1g4p4" "melos1" "" "" "aran"
"2670" "aran073" 3 "w1g4p4" "melos1" "" "" "aran"
"2671" "aran012" 1 "w1g4p4" "melos1" "" "" "aran"
"2672" "aran001" 3 "w1g4p4" "melos1" "" "" "aran"
"2673" "aran041" 1 "w1g4p4" "melos1" "" "" "aran"
"2674" "aran118" 3 "w1g4p4" "melos1" "" "" "aran"
"2675" "aran002" 1 "w1g4p4" "melos1" "" "" "aran"
"2676" "aran010" 1 "w1g4p4" "melos1" "" "" "aran"
"2677" "aran033" 1 "w1g4p4" "melos1" "" "" "aran"
"2678" "aran034" 2 "w1g4p4" "melos1" "" "" "aran"
"2679" "aran080" 1 "w1g4p4" "melos1" "" "" "aran"
"2680" "aran106" 1 "w1g4p4" "melos1" "" "" "aran"
"2681" "aran039" 4 "w1g4p4" "melos1" "" "" "aran"
"2682" "aran019" 1 "w1g4p4" "melos1" "" "" "aran"
"2683" "aran056" 1 "w1g4p4" "melos1" "" "" "aran"
"2684" "aran057" 1 "w1g4p4" "melos1" "" "" "aran"
"2685" "aran045" 1 "w1g4p4" "melos1" "" "" "aran"
"2686" "aran051" 2 "w1g4p4" "melos1" "" "" "aran"
"2687" "aran007" 2 "w1g4p4" "melos1" "" "" "aran"
"2688" "aran023" 1 "w1g4p4" "melos1" "" "" "aran"
"2689" "aran018" 1 "w1g4p4" "melos1" "" "" "aran"
"2690" "aran059" 2 "w1g4p4" "melos1" "" "" "aran"
"2691" "aran016" 1 "w1g4p4" "melos1" "" "" "aran"
"2692" "aran024" 1 "w1g4p4" "melos1" "" "" "aran"
"2693" "aran051" 1 "w1g4p4" "melos1" "" "" "aran"
"2694" "aran066" 1 "w1g4p4" "melos1" "" "" "aran"
"2695" "aran055" 2 "w1g4p4" "melos1" "" "" "aran"
"2696" "aran032" 4 "w1g4p4" "melos1" "" "" "aran"
"2697" "aran119" 1 "w1g4p4" "melos1" "" "" "aran"
"2698" "aran120" 1 "w1g4p4" "melos1" "" "" "aran"
"2699" "aran049" 1 "w1g3p3" "ficuco" "" "" "aran"
"2700" "aran001" 1 "w1g3p3" "costsp" "" "" "aran"
"2701" "aran035" 1 "w1g3p3" "costsp" "" "" "aran"
"2702" "aran052" 1 "w1g3p3" "costsp" "" "" "aran"
"2703" "aran039" 1 "w1g3p3" "costsp" "" "" "aran"
"2704" "aran032" 1 "w1g3p3" "costsp" "" "" "aran"
"2705" "aran079" 1 "w1g3p3" "melamu" "" "" "aran"
"2706" "aran009" 1 "w1g3p3" "melamu" "" "" "aran"
"2707" "aran057" 1 "w1g3p3" "melamu" "" "" "aran"
"2708" "aran011" 6 "w1g3p3" "piptar" "" "" "aran"
"2709" "aran015" 3 "w1g3p3" "piptar" "" "" "aran"
"2710" "aran004" 2 "w1g3p3" "piptar" "" "" "aran"
"2711" "aran001" 2 "w1g3p3" "piptar" "" "" "aran"
"2712" "aran008" 2 "w1g3p3" "piptar" "" "" "aran"
"2713" "aran034" 1 "w1g3p3" "piptar" "" "" "aran"
"2714" "aran022" 2 "w1g3p3" "piptar" "" "" "aran"
"2715" "aran039" 3 "w1g3p3" "piptar" "" "" "aran"
"2716" "aran040" 2 "w1g3p3" "piptar" "" "" "aran"
"2717" "aran046" 2 "w1g3p3" "piptar" "" "" "aran"
"2718" "aran041" 2 "w1g3p3" "piptar" "" "" "aran"
"2719" "aran002" 1 "w1g3p3" "piptar" "" "" "aran"
"2720" "aran056" 1 "w1g3p3" "piptar" "" "" "aran"
"2721" "aran057" 1 "w1g3p3" "piptar" "" "" "aran"
"2722" "aran024" 1 "w1g3p3" "piptar" "" "" "aran"
"2723" "aran038" 2 "w1g3p3" "piptar" "" "" "aran"
"2724" "aran089" 3 "w1g3p3" "piptar" "" "" "aran"
"2725" "aran009" 1 "w1g3p3" "piptar" "" "" "aran"
"2726" "aran104" 2 "w1g3p3" "piptar" "" "" "aran"
"2727" "aran010" 1 "w1g3p3" "piptar" "" "" "aran"
"2728" "aran003" 2 "w1g3p3" "piptar" "" "" "aran"
"2729" "aran022" 2 "w1g3p3" "piptar" "" "" "aran"
"2730" "aran042" 2 "w1g3p3" "piptar" "" "" "aran"
"2731" "aran073" 3 "w1g3p3" "piptar" "" "" "aran"
"2732" "aran032" 3 "w1g3p3" "piptar" "" "" "aran"
"2733" "aran117" 1 "w1g3p3" "piptar" "" "" "aran"
"2734" "aran118" 2 "w1g3p3" "piptar" "" "" "aran"
"2735" "aran084" 2 "w1g3p3" "piptar" "" "" "aran"
"2736" "aran044" 1 "w1g3p3" "piptar" "" "" "aran"
"2737" "aran043" 1 "w1g3p3" "piptar" "" "" "aran"
"2738" "aran020" 1 "w1g3p3" "piptar" "" "" "aran"
"2739" "aran074" 2 "w1g3p3" "piptar" "" "" "aran"
"2740" "aran122" 3 "w1g3p3" "piptar" "" "" "aran"
"2741" "aran009" 10 "w1g1p1" "commba" "" "" "aran"
"2742" "aran011" 10 "w1g1p1" "commba" "" "" "aran"
"2743" "aran034" 2 "w1g1p1" "commba" "" "" "aran"
"2744" "aran008" 1 "w1g1p1" "commba" "" "" "aran"
"2745" "aran022" 1 "w1g1p1" "commba" "" "" "aran"
"2746" "aran017" 1 "w1g1p1" "commba" "" "" "aran"
"2747" "aran016" 1 "w1g1p1" "commba" "" "" "aran"
"2748" "aran088" 1 "w1g1p1" "commba" "" "" "aran"
"2749" "aran077" 1 "w1g1p1" "commba" "" "" "aran"
"2750" "aran071" 1 "w1g1p1" "commba" "" "" "aran"
"2751" "aran079" 1 "w1g1p1" "commba" "" "" "aran"
"2752" "aran042" 1 "w1g1p1" "commba" "" "" "aran"
"2753" "aran106" 1 "w1g1p1" "commba" "" "" "aran"
"2754" "aran038" 1 "w1g1p1" "commba" "" "" "aran"
"2755" "aran041" 2 "w1g1p1" "commba" "" "" "aran"
"2756" "aran123" 1 "w1g1p1" "commba" "" "" "aran"
"2757" "aran009" 6 "w1g1p1" "trems1" "" "" "aran"
"2758" "aran090" 1 "w1g1p1" "trems1" "" "" "aran"
"2759" "aran001" 1 "w1g1p1" "trems1" "" "" "aran"
"2760" "aran041" 1 "w1g1p1" "trems1" "" "" "aran"
"2761" "aran011" 2 "w1g1p1" "trems1" "" "" "aran"
"2762" "aran036" 1 "w1g1p1" "trems1" "" "" "aran"
"2763" "aran015" 1 "w1g1p1" "trems1" "" "" "aran"
"2764" "aran024" 1 "w1g1p1" "trems1" "" "" "aran"
"2765" "aran025" 1 "w1g1p1" "trems1" "" "" "aran"
"2766" "aran003" 2 "w1g1p1" "trems1" "" "" "aran"
"2767" "aran014" 2 "w1g1p1" "trems1" "" "" "aran"
"2768" "aran058" 2 "w1g1p1" "trems1" "" "" "aran"
"2769" "aran071" 1 "w1g1p1" "trems1" "" "" "aran"
"2770" "aran073" 1 "w1g1p1" "trems1" "" "" "aran"
"2771" "aran019" 1 "w1g1p1" "trems1" "" "" "aran"
"2772" "aran021" 1 "w1g1p1" "trems1" "" "" "aran"
"2773" "aran061" 1 "w1g1p1" "macaqu" "" "" "aran"
"2774" "aran015" 1 "w1g1p1" "macaqu" "" "" "aran"
"2775" "aran011" 1 "w1g1p1" "macaqu" "" "" "aran"
"2776" "aran041" 1 "w1g1p1" "macaqu" "" "" "aran"
"2777" "aran034" 1 "w1g1p1" "macaqu" "" "" "aran"
"2778" "aran009" 1 "w1g1p1" "macaqu" "" "" "aran"
"2779" "aran090" 1 "w1g1p1" "macaqu" "" "" "aran"
"2780" "aran021" 1 "w1g1p1" "macaqu" "" "" "aran"
"2781" "aran079" 2 "w1g1p1" "macaqu" "" "" "aran"
"2782" "aran019" 1 "w1g1p1" "macaqu" "" "" "aran"
"2783" "aran073" 1 "w1g1p1" "macaqu" "" "" "aran"
"2784" "aran088" 1 "w1g1p1" "macaqu" "" "" "aran"
"2785" "aran076" 1 "w1g1p1" "macaqu" "" "" "aran"
"2786" "aran025" 2 "w1g1p1" "macaqu" "" "" "aran"
"2787" "aran003" 1 "w1g1p1" "macaqu" "" "" "aran"
"2788" "aran006" 2 "w1g1p1" "macaqu" "" "" "aran"
"2789" "aran013" 1 "w1g1p1" "macaqu" "" "" "aran"
"2790" "aran064" 1 "w1g6p6" "breyce" "" "" "aran"
"2791" "aran009" 1 "w1g6p6" "breyce" "" "" "aran"
"2792" "aran002" 2 "w1g6p6" "breyce" "" "" "aran"
"2793" "aran001" 1 "w1g6p6" "breyce" "" "" "aran"
"2794" "aran015" 1 "w1g6p6" "breyce" "" "" "aran"
"2795" "aran008" 1 "w1g6p6" "breyce" "" "" "aran"
"2796" "aran009" 1 "w1g6p6" "breyce" "" "" "aran"
"2797" "aran011" 1 "w1g6p6" "melamu" "" "" "aran"
"2798" "aran005" 1 "w1g6p6" "melamu" "" "" "aran"
"2799" "aran003" 1 "w1g6p6" "melamu" "" "" "aran"
"2800" "aran019" 1 "w1g6p6" "melamu" "" "" "aran"
"2801" "aran009" 4 "w1g6p6" "tricpl" "" "" "aran"
"2802" "aran031" 1 "w1g6p6" "tricpl" "" "" "aran"
"2803" "aran004" 2 "w1g6p6" "tricpl" "" "" "aran"
"2804" "aran011" 1 "w1g6p6" "tricpl" "" "" "aran"
"2805" "aran016" 1 "w1g6p6" "tricpl" "" "" "aran"
"2806" "aran013" 1 "w1g6p6" "tricpl" "" "" "aran"
"2807" "aran039" 1 "w1g6p6" "tricpl" "" "" "aran"
"2808" "aran119" 1 "w1g6p6" "tricpl" "" "" "aran"
"2809" "aran043" 1 "w1g6p6" "tricpl" "" "" "aran"
"2810" "aran045" 1 "w1g6p6" "tricpl" "" "" "aran"
"2811" "aran121" 1 "w1g6p6" "tricpl" "" "" "aran"
"2812" "aran034" 2 "w1g6p6" "piptar" "" "" "aran"
"2813" "aran003" 1 "w1g6p6" "piptar" "" "" "aran"
"2814" "aran001" 1 "w1g6p6" "piptar" "" "" "aran"
"2815" "aran039" 1 "w1g6p6" "piptar" "" "" "aran"
"2816" "aran078" 1 "w1g6p6" "piptar" "" "" "aran"
"2817" "aran059" 1 "w1g6p6" "piptar" "" "" "aran"
"2818" "aran077" 1 "w1g1p5" "ficuhi" "" "" "aran"
"2819" "aran041" 1 "w1g1p5" "ficuhi" "" "" "aran"
"2820" "aran011" 1 "w1g1p5" "ficuhi" "" "" "aran"
"2821" "aran087" 1 "w1g1p5" "ficuhi" "" "" "aran"
"2822" "aran009" 1 "w1g1p5" "commba" "" "" "aran"
"2823" "aran090" 2 "w1g1p5" "commba" "" "" "aran"
"2824" "aran002" 1 "w1g1p5" "commba" "" "" "aran"
"2825" "aran058" 1 "w1g1p5" "melamu" "" "" "aran"
"2826" "aran011" 2 "w1g1p5" "melamu" "" "" "aran"
"2827" "aran090" 1 "w1g1p5" "melamu" "" "" "aran"
"2828" "aran072" 1 "w1g1p5" "melamu" "" "" "aran"
"2829" "aran024" 1 "w1g1p5" "melamu" "" "" "aran"
"2830" "aran006" 3 "w1g1p5" "melamu" "" "" "aran"
"2831" "aran003" 1 "w1g1p5" "melamu" "" "" "aran"
"2832" "aran001" 1 "w1g1p5" "piptar" "" "" "aran"
"2833" "aran009" 3 "w1g1p5" "piptar" "" "" "aran"
"2834" "aran011" 4 "w1g1p5" "piptar" "" "" "aran"
"2835" "aran090" 1 "w1g1p5" "piptar" "" "" "aran"
"2836" "aran086" 1 "w1g1p5" "piptar" "" "" "aran"
"2837" "aran014" 2 "w1g1p5" "piptar" "" "" "aran"
"2838" "aran009" 11 "w1g1p5" "trems1" "" "" "aran"
"2839" "aran087" 1 "w1g1p5" "trems1" "" "" "aran"
"2840" "aran003" 5 "w1g1p5" "trems1" "" "" "aran"
"2841" "aran024" 6 "w1g1p5" "trems1" "" "" "aran"
"2842" "aran011" 3 "w1g1p5" "trems1" "" "" "aran"
"2843" "aran034" 2 "w1g1p5" "trems1" "" "" "aran"
"2844" "aran008" 1 "w1g1p5" "trems1" "" "" "aran"
"2845" "aran104" 1 "w1g1p5" "trems1" "" "" "aran"
"2846" "aran001" 1 "w1g1p5" "trems1" "" "" "aran"
"2847" "aran077" 1 "w1g1p5" "trems1" "" "" "aran"
"2848" "aran073" 2 "w1g1p5" "trems1" "" "" "aran"
"2849" "aran059" 4 "w1g1p5" "trems1" "" "" "aran"
"2850" "aran088" 2 "w1g1p5" "trems1" "" "" "aran"
"2851" "aran078" 1 "w1g1p5" "trems1" "" "" "aran"
"2852" "aran005" 3 "w1g1p5" "trems1" "" "" "aran"
"2853" "aran019" 2 "w1g1p5" "trems1" "" "" "aran"
"2854" "aran061" 1 "w1g1p5" "trems1" "" "" "aran"
"2855" "aran093" 1 "w1g1p5" "trems1" "" "" "aran"
"2856" "aran106" 1 "w1g1p5" "trems1" "" "" "aran"
"2857" "aran080" 1 "w1g1p5" "trems1" "" "" "aran"
"2858" "aran124" 1 "w1g3p5" "sorgpr" "" "" "aran"
"2859" "aran001" 1 "w1g3p5" "sorgpr" "" "" "aran"
"2860" "aran001" 3 "w1g3p5" "piptar" "" "" "aran"
"2861" "aran011" 1 "w1g3p5" "piptar" "" "" "aran"
"2862" "aran022" 3 "w1g3p5" "piptar" "" "" "aran"
"2863" "aran042" 1 "w1g3p5" "piptar" "" "" "aran"
"2864" "aran040" 2 "w1g3p5" "piptar" "" "" "aran"
