morph,nospec,r_cm_size
lepi061,11,1.46
lepi061,12,1.08
lepi061,13,1.72
lepi061,14,1.16
lepi061,15,1.04
lepi062,1,0.74
lepi063,1,1.08
lepi064,1,2.45
lepi064,2,3.05
lepi065,1,1.36
lepi066,1,0.94
lepi067,1,1.1
lepi068,1,0.72
lepi069,1,0.9
lepi069,2,0.82
lepi069,3,0.76
lepi069,4,1
lepi069,5,0.9
lepi069,6,1.14
lepi069,7,1.06
lepi069,8,0.82
lepi069,9,1.06
lepi069,10,0.84
lepi069,11,0.86
lepi069,12,0.84
lepi069,13,1.04
lepi069,14,1
lepi069,15,0.78
lepi069,16,0.86
lepi069,17,1
lepi069,18,0.86
lepi070,1,1.44
lepi070,2,1.42
lepi070,3,1.22
lepi070,4,1.44
lepi070,5,1.54
lepi070,6,1.26
lepi070,7,1.2
lepi070,8,1.5
lepi070,9,1.4
lepi070,10,1.3
lepi070,11,1.36
lepi070,12,1.42
lepi070,13,1.52
lepi070,14,1.42
lepi070,15,1.58
lepi070,16,1.54
lepi070,17,1.28
lepi070,18,1.6
lepi070,19,1.24
lepi070,20,1.38
lepi071,1,0.9
lepi072,1,0.73
lepi072,2,0.82
lepi072,3,0.85
lepi072,4,0.77
lepi072,5,0.4
lepi073,1,0.31
lepi073,2,0.48
lepi074,1,0.69
lepi075,1,4
lepi077,1,2
lepi078,1,0.82
lepi079,1,0.84
lepi079,2,0.76
lepi079,3,0.88
lepi079,4,1
lepi079,5,0.62
lepi079,6,1.08
lepi079,7,0.98
lepi079,8,1.24
lepi079,9,0.9
lepi079,10,1.12
lepi079,11,0.56
lepi079,12,1.18
lepi079,13,0.94
lepi079,14,1.04
lepi079,15,1
lepi079,16,0.72
lepi079,17,1
lepi079,18,1.06
lepi079,19,1.14
lepi079,20,1.16
lepi080,1,0.88
lepi080,2,0.92
lepi081,1,3.6
lepi081,2,3.6
lepi082,1,4.6
lepi083,1,2.2
lepi084,1,1.48
lepi084,2,0.71
lepi085,1,0.81
lepi086,1,2.15
lepi086,2,2.15
lepi086,3,2.1
lepi086,4,1.54
lepi086,5,0.6
lepi086,6,1.74
lepi086,7,1.68
lepi086,8,1.8
lepi086,9,1.84
lepi086,10,1.68
lepi087,1,3.9
lepi088,1,1.78
lepi088,2,2.45
lepi088,3,3
lepi088,4,3.4
lepi088,5,4.2
lepi088,6,2.8
lepi088,7,3.2
lepi088,8,1.84
lepi088,9,1.76
lepi088,10,1.44
lepi088,11,1.36
lepi088,12,2.3
lepi088,13,2.85
lepi089,1,1.84
lepi089,2,1.9
lepi089,3,2.3
lepi089,4,2.25
lepi089,5,2.3
lepi089,6,1.9
lepi089,7,2.1
lepi089,8,1.68
lepi089,9,2.1
lepi089,10,2.1
lepi089,11,2.3
lepi089,12,2.3
lepi089,13,2.4
lepi089,14,2.1
lepi089,15,0.96
lepi089,16,2.1
lepi089,17,1.94
lepi089,18,4.1
lepi089,19,1.9
lepi089,20,6.2
lepi090,1,0.78
lepi091,1,0.44
lepi092,1,0.66
lepi093,1,1.58
lepi093,2,1.8
lepi093,3,1.62
lepi093,4,1.8
lepi093,5,1.4
lepi093,6,1.64
lepi094,1,3.6
lepi094,2,0.76
lepi094,3,0.9
lepi094,4,2.55
lepi095,1,7.3
lepi096,1,3.3
lepi096,2,4.5
lepi097,1,1.7
lepi097,2,1.76
lepi097,3,1.88
lepi097,4,1.5
lepi097,5,1.28
lepi097,6,1.6
lepi097,7,2.2
lepi097,8,1.78
lepi097,9,1.32
lepi098,1,2.75
lepi099,1,0.98
lepi100,1,0.98
lepi101,1,1.04
lepi102,1,1.26
lepi102,2,1.54
lepi103,1,2.8
lepi103,2,2.5
lepi103,3,1.74
lepi103,4,1.82
lepi104,1,1.54
lepi105,1,1.08
lepi106,1,3.3
lepi106,2,3.2
lepi106,3,3.4
lepi106,4,2.6
lepi106,5,2.9
lepi106,6,2.8
lepi106,7,3.8
lepi107,1,1.44
lepi108,1,1.04
lepi109,1,1.02
lepi110,1,2.2
lepi111,1,1.24
lepi113,1,2.5
lepi113,2,2.8
lepi114,1,1.82
lepi114,2,2
lepi114,3,1.8
lepi115,1,2.5
lepi116,1,0.415
lepi116,2,0.42
lepi116,3,0.44
lepi116,4,0.405
lepi116,5,0.395
lepi116,6,0.385
lepi116,7,0.43
lepi116,8,0.425
lepi116,9,0.43
lepi116,10,0.435
lepi117,1,1.94
cole001,1,0.54
cole001,2,0.55
cole001,3,0.52
cole001,4,0.65
cole001,5,0.57
cole001,6,0.58
cole001,7,0.56
cole001,8,0.55
cole001,9,0.58
cole001,10,0.6
cole001,11,0.55
cole001,12,0.57
cole001,13,0.61
cole001,14,0.64
cole001,15,0.65
cole001,16,0.5
cole001,17,0.64
cole001,18,0.59
cole001,19,0.54
cole001,20,0.52
cole002,1,0.86
cole002,2,0.9
cole002,3,0.78
cole002,4,0.85
cole002,5,0.85
cole002,6,0.85
cole002,7,0.81
cole002,8,0.97
cole002,9,0.89
cole002,10,0.85
cole002,11,0.86
cole002,12,0.93
cole002,13,0.95
cole002,14,0.89
cole002,15,0.77
cole002,16,0.88
cole002,17,0.91
cole002,18,0.79
cole002,19,0.82
cole002,20,0.82
cole003,1,0.5
cole003,2,0.45
cole003,3,0.56
cole003,4,0.5
cole003,5,0.49
cole003,6,0.51
cole003,7,0.48
cole003,8,0.55
cole003,9,0.49
cole003,10,0.53
cole003,11,0.49
cole003,12,0.56
cole003,13,0.53
cole003,14,0.44
cole003,15,0.45
cole003,16,0.47
cole003,17,0.56
cole003,18,0.5
cole003,19,0.49
cole003,20,0.51
cole005,1,0.4
cole005,2,0.34
cole005,3,0.34
cole005,4,0.32
cole005,5,0.32
cole005,6,0.36
cole005,7,0.38
cole005,8,0.32
cole005,9,0.34
cole005,10,0.38
cole005,11,0.29
cole005,12,0.3
cole005,13,0.32
cole005,14,0.34
cole005,15,0.34
cole005,16,0.34
cole005,17,0.38
cole005,18,0.4
cole005,19,0.34
cole005,20,0.3
cole006,1,0.32
cole006,2,0.33
cole007,1,1.11
cole007,2,0.9
cole007,3,1.12
cole007,4,1.34
cole007,5,0.88
cole007,6,1.2
cole007,7,0.96
cole007,8,1.09
cole007,9,1.02
cole007,10,0.92
cole007,11,0.96
cole008,1,0.74
cole008,2,0.89
cole008,3,0.82
cole008,4,1.14
cole008,5,0.68
cole008,6,0.84
cole008,7,0.82
cole008,8,0.91
cole008,9,0.9
cole008,10,0.74
cole008,11,0.7
cole008,12,0.86
cole008,13,0.81
cole008,14,0.69
cole008,15,0.61
cole008,16,0.59
cole008,17,0.8
cole008,18,0.98
cole008,19,0.7
cole008,20,1.02
cole009,1,1.02
cole009,2,0.87
cole009,3,0.81
cole009,4,1
cole009,5,0.84
cole009,6,0.85
cole009,7,0.82
cole009,8,0.8
cole009,9,0.98
cole009,10,0.95
cole009,11,0.89
cole009,12,0.78
cole009,13,0.95
cole009,14,0.98
cole009,15,0.81
cole009,16,1
cole009,17,1.04
cole009,18,0.83
cole009,19,0.99
cole009,20,0.89
cole010,1,0.47
cole010,2,0.57
cole010,3,0.65
cole010,4,0.6
cole010,5,0.83
cole010,6,0.85
cole010,7,0.87
cole010,8,0.56
cole011,1,0.63
cole011,2,0.6
cole011,3,0.55
cole011,4,0.53
cole012,1,1.08
cole012,2,1
cole012,3,1.04
cole012,4,0.74
cole012,5,0.96
cole012,6,1.04
cole012,7,0.82
cole012,8,1.01
cole012,9,0.88
cole012,10,0.77
cole012,11,1.04
cole012,12,1.04
cole012,13,0.94
cole012,14,1.1
cole012,15,0.96
cole013,1,0.78
cole013,2,0.75
cole013,3,0.77
cole013,4,0.74
cole013,5,0.73
cole013,6,0.72
cole013,7,0.84
cole013,8,0.59
cole013,9,0.72
cole013,10,0.73
cole013,11,0.75
cole013,12,0.73
cole013,13,1.08
cole013,14,0.75
cole013,15,0.86
cole013,16,0.83
cole013,17,0.61
cole013,18,0.67
cole013,19,0.64
cole013,20,1.01
cole014,1,1.46
cole014,2,1.4
cole015,1,0.95
cole015,2,0.92
cole015,3,0.88
cole015,4,1.02
cole015,5,0.84
cole015,6,1.02
cole015,7,1.08
cole015,8,1.06
cole015,9,0.67
cole015,10,0.91
cole015,11,0.93
cole015,12,0.96
cole015,13,0.83
cole015,14,0.97
cole015,15,0.87
cole015,16,1.08
cole015,17,0.79
cole015,18,1.04
cole015,19,1.04
cole015,20,0.97
cole016,1,0.53
cole016,2,0.54
cole016,3,0.5
cole016,4,0.52
cole016,5,0.78
cole016,6,0.56
cole016,7,0.81
cole016,8,0.77
cole016,9,0.48
cole016,10,0.52
cole016,11,0.62
cole016,12,0.62
cole016,13,0.5
cole016,14,0.5
cole016,15,0.51
cole016,16,0.49
cole016,17,0.45
cole018,1,0.59
cole018,2,0.75
cole018,3,0.65
cole018,4,0.56
cole018,5,0.67
cole018,6,0.59
cole018,7,0.55
cole018,8,0.6
cole018,9,0.63
cole018,10,0.59
cole018,11,0.71
cole018,12,0.7
cole018,13,0.55
cole018,14,0.77
cole018,15,0.78
cole018,16,0.77
cole018,17,0.52
cole018,18,0.78
cole018,19,0.67
cole018,20,0.55
cole020,1,0.92
cole020,2,0.96
cole021,1,0.75
cole021,2,0.79
cole021,3,0.79
cole021,4,0.72
cole021,5,0.73
cole021,6,0.72
cole022,1,1.04
cole022,2,1
cole022,3,1.08
cole022,4,1.2
cole022,5,1.34
cole022,6,1.1
cole022,7,1.19
cole022,8,0.9
cole022,9,1
cole022,10,1.2
cole022,11,0.96
cole022,12,1.12
cole022,13,1.08
cole022,14,1.18
cole022,15,1.08
cole022,16,1.1
cole022,17,1.14
cole022,18,1.09
cole022,19,0.76
cole022,20,1.06
cole023,1,0.52
cole023,2,0.59
cole023,3,0.54
cole023,4,0.59
cole025,1,0.69
cole026,1,0.42
cole026,2,0.35
cole026,3,0.39
cole026,4,0.33
cole026,5,0.41
cole026,6,0.44
cole026,7,0.41
cole026,8,0.35
cole026,9,0.39
cole026,10,0.43
cole026,11,0.43
cole026,12,0.36
cole026,13,0.46
cole026,14,0.33
cole026,15,0.39
cole026,16,0.44
cole026,17,0.39
cole026,18,0.37
cole026,19,0.38
cole026,20,0.32
cole027,1,0.44
cole027,2,0.41
cole027,3,0.42
cole027,4,0.4
cole027,5,0.39
cole027,6,0.44
cole027,7,0.48
cole027,8,0.44
cole027,9,0.4
cole027,10,0.36
cole028,1,0.35
cole028,2,0.38
cole028,3,0.3
cole028,4,0.37
cole028,5,0.28
cole029,1,0.62
cole030,1,0.22
cole030,2,0.27
cole030,3,0.26
cole030,4,0.24
cole030,5,0.24
cole030,6,0.26
cole030,7,0.23
cole030,8,0.27
cole030,9,0.25
cole030,10,0.25
cole030,11,0.28
cole030,12,0.27
cole030,13,0.26
cole030,14,0.255
cole030,15,0.25
cole030,16,0.27
cole030,17,0.255
cole030,18,0.28
cole030,19,0.25
cole030,20,0.28
cole032,1,0.52
cole033,1,0.69
cole033,2,0.77
cole033,3,0.82
cole033,4,0.77
cole033,5,0.79
cole033,6,0.83
cole033,7,0.79
cole033,8,0.86
cole033,9,0.76
cole033,10,0.83
cole033,11,0.86
cole033,12,0.8
cole033,13,0.8
cole033,14,0.74
cole033,15,0.92
cole033,16,0.72
cole033,17,0.9
cole033,18,0.88
cole033,19,0.76
cole034,1,0.29
cole034,2,0.31
cole034,3,0.31
cole034,4,0.32
cole034,5,0.31
cole034,6,0.28
cole034,7,0.32
cole034,8,0.3
cole034,9,0.29
cole034,10,0.3
cole034,11,0.31
cole034,12,0.29
cole034,13,0.31
cole034,14,0.28
cole034,15,0.29
cole034,16,0.285
cole034,17,0.3
cole034,18,0.29
cole034,19,0.29
cole034,20,0.31
cole035,1,0.48
cole035,2,0.48
cole035,3,0.48
cole035,4,0.47
cole035,5,0.52
cole035,6,0.46
cole035,7,0.46
cole035,8,0.48
cole035,9,0.53
cole035,10,0.49
cole035,11,0.51
cole035,12,0.52
cole035,13,0.47
cole035,14,0.51
cole035,15,0.5
cole035,16,0.55
cole035,17,0.52
cole035,18,0.56
cole035,19,0.48
cole035,20,0.49
cole037,1,0.49
cole037,2,0.48
cole037,3,0.46
cole037,4,0.46
cole037,5,0.43
cole037,6,0.46
cole037,7,0.46
cole037,8,0.44
cole037,9,0.5
cole037,10,0.45
cole037,11,0.5
cole037,12,0.48
cole037,13,0.45
cole037,14,0.48
cole037,15,0.5
cole037,16,0.45
cole037,17,0.51
cole037,18,0.48
cole037,19,0.48
cole037,20,0.44
cole037,1,0.58
cole038,1,1.4
cole038,2,1.44
cole038,3,1.36
cole040,1,0.52
cole041,1,0.64
cole041,2,0.56
cole041,3,0.56
cole041,4,0.58
cole041,5,0.6
cole041,6,0.62
cole041,7,0.55
cole041,8,0.52
cole041,9,0.66
cole041,10,0.38
cole041,11,0.51
cole041,12,0.65
cole041,13,0.44
cole041,14,0.46
cole041,15,0.49
cole041,16,0.5
cole042,1,0.46
cole042,2,0.47
cole043,1,0.98
cole043,2,0.97
cole043,3,0.99
cole043,4,1.04
cole044,1,0.87
cole044,2,0.64
cole044,3,0.76
cole044,4,0.73
cole044,5,0.6
cole044,6,0.67
cole044,7,0.72
cole044,8,0.86
cole044,9,0.63
cole044,10,0.61
cole045,1,1.02
cole045,2,1.1
cole045,3,0.88
cole045,4,1.06
cole046,1,0.25
cole047,1,0.4
cole048,1,0.64
cole048,2,0.61
cole048,3,0.69
cole048,4,0.66
cole048,5,0.65
cole050,1,0.275
cole050,2,0.26
cole051,1,0.38
cole051,2,0.88
cole052,1,0.45
cole052,2,0.43
cole052,3,0.4
cole052,4,0.38
cole052,5,0.42
cole054,1,0.62
cole054,2,0.5
cole054,3,0.48
cole054,4,0.52
cole055,1,0.46
cole056,1,0.56
cole056,2,0.64
cole056,3,0.68
cole056,4,0.93
cole057,1,0.6
cole058,1,0.4
cole059,1,0.51
cole059,2,0.355
cole059,3,0.39
cole059,4,0.21
cole059,5,0.43
cole059,6,0.55
cole059,7,0.57
cole059,8,0.7
cole059,9,0.6
cole059,10,0.6
cole059,11,0.53
cole059,12,0.4
cole059,13,0.35
cole059,14,0.37
cole059,15,0.49
cole059,16,0.55
cole059,17,0.28
cole059,18,0.6
cole059,19,0.52
cole059,20,0.43
cole060,1,1.84
cole060,2,1.92
cole060,3,1.94
cole060,4,1.7
cole060,5,1.84
cole060,6,1.84
cole060,7,1.76
cole060,8,2.15
cole060,9,2.2
cole060,10,1.83
cole060,11,1.84
cole060,12,1.9
cole060,13,1.66
cole060,14,1.88
cole060,15,1.88
cole060,16,1.7
cole060,17,1.88
cole060,18,2.1
cole060,19,1.8
cole060,20,1.82
cole061,1,0.96
cole061,2,1.1
cole061,3,1.12
cole061,4,1.13
cole061,5,1
cole061,6,1.1
cole061,7,1.04
cole061,8,1.04
cole061,9,1.16
cole062,1,0.48
cole062,2,0.48
cole062,3,0.52
cole062,4,0.5
cole062,5,0.48
cole062,6,0.46
cole063,1,0.37
cole063,2,0.41
cole063,3,0.41
cole063,4,0.34
cole064,1,0.79
cole065,1,3.1
cole066,1,1.02
cole067,1,0.99
cole068,1,0.47
cole068,2,0.33
cole068,3,0.41
cole068,4,0.27
cole068,5,0.26
cole068,6,0.41
cole069,1,0.56
cole070,1,0.82
cole070,2,0.86
cole070,3,0.85
cole070,4,0.71
cole070,5,0.6
cole070,6,0.86
cole070,7,0.75
cole071,1,1.4
cole071,2,0.96
cole071,3,1.32
cole071,4,1.16
cole071,5,1.26
cole071,6,1.24
cole071,7,1.4
cole071,8,1.2
cole071,9,0.94
cole071,10,1.72
cole071,11,1.68
cole071,12,1.04
cole071,13,1.36
cole071,14,1.64
cole071,15,1.2
cole071,16,0.96
cole072,1,0.24
cole073,1,0.77
cole073,2,0.49
cole074,1,0.39
cole075,1,0.82
cole075,2,0.71
cole075,3,0.63
cole075,4,0.5
cole075,5,0.81
cole076,1,0.49
cole076,2,0.83
cole076,3,0.64
cole077,1,0.9
cole078,1,0.75
cole079,1,1.12
cole080,1,0.8
cole080,2,0.82
cole080,3,0.81
cole080,4,0.87
cole081,1,0.26
cole081,2,0.24
cole081,3,0.25
cole081,4,0.29
cole081,5,0.24
cole081,6,0.28
cole081,7,0.29
cole081,8,0.29
cole082,1,1.98
cole082,2,1.9
cole083,1,1.3
cole083,2,1.04
cole084,1,1.1
cole085,1,0.63
cole086,1,0.45
cole087,1,0.76
cole087,2,1.06
cole088,1,0.98
cole089,1,0.53
cole090,1,0.43
cole091,1,0.53
cole091,2,0.55
cole091,3,0.56
cole091,4,0.53
cole091,5,0.55
cole091,6,0.56
cole091,7,0.57
cole091,8,0.59
cole091,9,0.57
cole091,10,0.55
cole091,11,0.53
cole092,1,0.67
cole093,1,0.39
cole095,1,0.53
cole096,1,0.47
cole097,1,0.82
cole098,1,1.4
cole099,1,1.22
cole100,1,0.83
cole100,2,0.6
cole101,1,1
cole103,1,0.82
cole104,1,0.71
cole105,1,0.31
cole106,1,0.31
cole106,2,0.29
cole107,1,0.32
cole108,1,0.45
cole112,1,1.36
cole112,2,1.62
cole112,3,1.78
cole112,4,3.2
cole112,5,3.2
cole112,6,1.38
cole112,7,1.34
cole112,8,1.78
cole112,9,2.48
cole112,10,2.76
cole112,11,2.7
cole112,12,1.5
cole113,1,2.95
cole113,2,3.25
cole114,1,1.3
cole114,2,1.58
cole114,3,1.3
cole114,4,1.06
cole114,5,1.6
cole114,6,1.7
cole114,7,1.16
cole114,8,1.06
cole114,9,1.06
cole114,10,1.36
cole114,11,1.3
cole114,12,1.52
cole114,13,2.3
cole115,1,1.56
cole115,2,1.82
cole116,1,0.85
cole116,2,0.9
cole116,3,0.79
cole116,4,0.78
cole116,5,0.79
cole116,6,0.65
cole116,7,0.87
cole116,8,0.81
cole116,9,0.64
cole116,10,0.86
cole116,11,0.69
cole116,12,0.69
cole116,13,0.81
cole116,14,0.93
cole116,15,0.83
cole116,16,1.07
cole116,17,0.88
cole116,18,1.02
cole116,19,0.8
cole116,20,0.84
cole117,1,1.34
cole117,2,1.28
cole118,1,0.84
cole118,2,0.85
cole118,3,0.85
cole118,4,0.89
cole118,5,0.98
cole118,6,1.3
cole118,7,1.26
cole118,8,1.06
cole118,9,0.98
cole118,10,0.69
cole118,11,0.81
cole118,12,0.81
cole118,13,0.95
cole118,14,0.84
cole118,15,0.94
cole118,16,1.01
cole118,17,1.08
cole118,18,1.13
cole118,19,1.1
cole118,20,1.26
cole119,1,0.88
cole119,2,0.65
cole119,3,0.75
cole119,4,0.67
cole119,5,0.66
cole119,6,0.91
cole119,7,0.99
cole119,8,0.81
cole119,9,0.87
cole119,10,0.73
cole119,11,0.66
cole119,12,0.73
cole119,13,0.79
cole119,14,0.88
cole119,15,0.95
cole119,16,0.8
cole119,17,0.83
cole119,18,0.95
cole119,19,0.72
cole119,20,0.92
cole120,1,1.34
cole120,2,1.08
cole120,3,1.14
cole121,1,1.46
cole122,1,1.44
cole122,2,1.14
cole122,3,0.92
cole122,4,1.46
cole122,5,0.95
cole123,1,1.2
cole124,1,1.06
cole124,2,0.98
cole124,3,0.6
cole124,4,0.77
cole124,5,0.8
cole124,6,0.96
cole124,7,0.67
cole124,8,0.67
cole124,9,1.13
cole124,10,0.87
cole124,11,0.85
cole124,12,0.74
cole124,13,0.73
cole124,14,0.68
cole124,15,0.96
cole124,16,0.98
cole124,17,0.78
cole124,18,1.04
cole124,19,0.76
cole124,20,0.74
cole125,1,1.18
cole125,2,1.12
cole125,3,1.12
cole125,4,0.97
cole125,5,0.91
cole126,1,0.66
cole126,2,0.88
cole126,3,0.92
cole126,4,0.99
cole126,5,1.08
cole126,6,1.23
cole126,7,1.06
cole126,8,1.08
cole126,9,1.38
cole126,10,0.98
cole126,11,0.8
cole127,1,0.94
cole127,2,1.13
cole127,3,0.96
cole127,4,0.95
cole127,5,1
cole128,1,0.71
cole128,2,0.87
cole128,3,0.86
cole129,1,1.06
cole130,1,1.84
cole130,2,2.06
cole130,3,1.76
cole130,4,2.12
cole131,1,2.48
cole131,2,2.38
cole131,3,1.94
cole132,1,4.3
cole132,2,2.45
cole133,1,2.3
cole134,1,1.44
cole135,1,0.77
cole136,1,1.36
cole137,1,0.86
cole137,2,0.77
cole137,3,0.66
cole137,4,0.78
cole137,5,0.8
cole137,6,0.78
cole138,1,1.03
cole139,1,0.84
cole140,1,2.8
cole141,1,1.24
cole142,1,0.74
cole143,1,0.51
cole145,1,0.64
cole146,1,0.69
cole147,1,0.33
cole148,1,1.08
cole149,1,0.72
cole149,2,0.44
cole150,1,0.89
cole150,2,1.04
cole150,3,1.1
cole151,1,0.92
cole152,1,0.79
orth001,1,0.37
orth001,2,0.32
orth001,3,0.26
orth001,4,0.57
orth001,5,0.51
orth001,6,0.53
orth001,7,0.32
orth001,8,0.5
orth001,9,0.6
orth001,10,0.41
orth001,11,0.5
orth001,12,0.61
orth001,13,0.51
orth001,14,0.66
orth001,15,0.64
orth001,16,0.42
orth001,17,0.49
orth001,18,0.6
orth001,19,0.46
orth001,20,0.52
orth002,1,0.69
orth002,2,0.73
orth002,3,0.63
orth002,4,0.64
orth002,5,0.76
orth002,6,0.6
orth002,7,0.58
orth002,8,0.65
orth002,9,0.45
orth002,10,0.59
orth002,11,0.57
orth002,12,0.44
orth002,13,0.63
orth002,14,0.6
orth002,15,0.63
orth002,16,0.59
orth002,17,0.64
orth002,18,0.64
orth002,19,0.54
orth002,20,0.61
orth003,1,0.7
orth003,2,0.63
orth003,3,0.8
orth003,4,0.64
orth003,5,0.69
orth003,6,0.61
orth003,7,0.57
orth003,8,0.63
orth003,9,0.64
orth003,10,0.65
orth003,11,0.7
orth003,12,0.63
orth003,13,0.58
orth003,14,0.65
orth003,15,0.69
orth003,16,0.59
orth003,17,0.64
orth003,18,0.67
orth003,19,0.63
orth003,20,0.61
orth004,1,0.57
orth004,2,0.54
orth004,3,0.59
orth004,4,1.14
orth005,1,0.45
orth005,2,0.46
orth005,3,0.45
orth005,4,0.17
orth005,5,4.1
orth005,6,1.24
orth006,1,2.2
orth006,2,0.68
orth006,3,1.2
orth006,4,0.7
orth006,5,1.03
orth007,1,1.48
orth007,2,0.82
orth007,3,1.06
orth007,4,0.75
orth007,5,1.2
orth008,1,4.8
orth008,2,3.1
orth008,3,3.8
orth008,4,2.55
orth008,5,3
orth008,6,3.35
orth008,7,3.1
orth008,8,2.25
orth008,9,5.7
orth008,10,0.56
orth008,11,4.2
orth009,1,1.12
orth010,1,2.1
orth010,2,2.2
orth011,1,1.28
orth011,2,1.22
orth011,3,0.88
orth011,4,0.76
orth011,5,1.14
orth011,6,0.75
orth011,7,0.86
orth011,8,0.88
orth011,9,1.26
orth011,10,0.96
orth011,11,1.16
orth011,12,0.96
orth011,13,1.44
orth011,14,1.24
orth011,15,1.4
orth011,16,1.06
orth011,17,1.04
orth011,18,1.38
orth011,19,1.04
orth011,20,1.08
orth012,1,1.66
orth012,2,1.6
orth012,3,1.18
orth012,4,1.18
orth012,5,1.94
orth012,6,1.52
orth012,7,2.25
orth012,8,1.48
orth012,9,1.2
orth012,10,1.36
orth012,11,1.1
orth012,12,1.16
orth012,13,1.62
orth012,14,1.3
orth012,15,1.46
orth012,16,1.84
orth012,17,1.26
orth012,18,1.08
orth012,19,0.9
orth012,20,1.66
orth013,1,1.24
orth013,2,1.66
orth013,3,0.33
orth013,4,0.28
orth013,5,1.76
orth013,6,1.46
orth013,7,1.62
orth013,8,1.1
orth013,9,1.66
orth013,10,1.52
orth013,11,1.44
orth013,12,1.4
orth014,1,0.66
orth014,2,0.67
orth014,3,0.59
orth014,4,0.62
orth015,1,0.66
orth015,2,1.4
orth015,3,0.92
orth015,4,0.91
orth015,5,0.57
orth015,6,1.38
orth015,7,1.08
orth015,8,1.42
orth015,9,1.2
orth015,10,1
orth015,11,0.82
orth015,12,0.765
orth015,13,1.18
orth015,14,1.1
orth015,15,0.92
orth015,15,0.75
orth015,16,1.06
orth015,17,0.86
orth015,18,0.67
orth015,19,1
orth015,20,0.53
orth016,1,1.92
orth016,2,1.56
orth016,3,0.9
orth016,4,0.87
orth016,5,0.44
orth016,6,1.25
orth016,7,1.82
orth016,8,1.88
orth016,9,1.3
orth017,1,4.5
orth017,2,2.5
orth018,1,2.25
orth018,2,0.31
orth018,3,0.44
orth018,4,4.2
orth018,5,0.53
orth018,6,1.12
orth018,7,1.04
orth018,8,0.39
orth018,9,1.36
orth018,10,0.59
orth018,11,0.47
orth018,12,1.38
orth018,13,1.5
orth018,14,0.48
orth019,1,0.63
orth019,2,0.54
orth019,3,0.57
orth019,4,0.57
orth019,5,0.55
orth019,6,0.62
orth019,7,0.65
orth019,8,0.61
orth019,9,0.47
orth019,10,0.57
orth019,11,0.51
orth019,12,0.56
orth019,13,0.33
orth019,14,0.59
orth019,15,0.36
orth019,16,0.58
orth019,17,0.37
orth019,18,0.56
orth019,19,0.52
orth019,20,0.4
orth020,1,1.36
orth020,2,1.12
orth020,3,1
orth020,4,0.84
orth020,5,1.16
orth020,6,1.12
orth020,7,1.52
orth020,8,0.41
orth020,9,0.38
orth020,10,4.1
orth020,11,0.66
orth020,12,0.54
orth020,13,0.66
orth020,14,0.78
orth020,15,0.58
orth020,16,0.53
orth020,17,0.53
orth020,17,0.88
orth020,18,0.69
orth020,19,0.4
orth020,20,1.16
orth021,1,0.93
orth021,2,1.04
orth021,3,1.24
orth021,4,0.57
orth021,5,0.9
orth021,6,1.17
orth022,1,0.9
orth022,2,1.03
orth022,3,1.26
orth022,3,0.79
orth022,4,1.02
orth022,5,1.4
orth023,1,1.59
orth023,2,0.56
orth023,3,1.72
orth023,4,0.88
orth023,5,0.51
orth023,6,1.44
orth024,1,0.7
orth024,2,0.72
orth024,3,1.04
orth024,4,1.14
orth024,5,0.69
orth024,6,0.59
orth024,7,0.35
orth024,8,0.31
orth024,9,0.48
orth024,10,0.31
orth024,11,0.76
orth024,12,0.73
orth024,13,0.74
orth024,14,0.87
orth024,15,0.77
orth024,16,0.72
orth024,17,0.76
orth024,18,0.69
orth024,19,0.61
orth024,20,0.41
orth025,1,0.725
orth025,2,0.64
orth025,3,0.79
orth025,4,0.73
orth025,5,0.54
orth025,6,0.36
orth025,7,0.92
orth025,8,0.79
orth025,9,5.2
orth025,10,0.69
orth025,11,0.52
orth025,12,0.64
orth025,13,0.73
orth025,14,0.5
orth025,15,0.54
orth025,16,0.66
orth026,1,2.53
orth026,2,2.9
orth026,3,2.1
orth026,4,3.25
orth026,5,2.4
orth026,6,2.5
orth026,7,2.3
orth026,8,1.55
orth026,9,3.4
orth026,10,3.35
orth027,1,0.55
orth027,2,0.6
orth027,3,0.67
orth027,4,0.59
orth027,5,0.63
orth027,6,0.57
orth027,7,0.57
orth028,1,0.95
orth028,2,0.55
orth028,3,0.57
orth028,4,0.65
orth028,5,0.35
orth028,6,0.63
orth028,7,0.89
orth028,8,0.69
orth028,9,0.42
orth028,10,0.99
orth028,11,0.85
orth028,12,1.14
orth028,13,0.68
orth028,14,0.4
orth028,15,0.84
orth028,16,1.2
orth028,17,1.14
orth028,18,1.34
orth028,19,0.82
orth028,20,1.2
orth029,1,0.71
orth029,2,0.29
orth029,3,0.42
orth029,4,0.74
orth029,5,0.41
orth030,1,0.4
orth030,2,0.25
orth030,3,0.39
orth031,1,5.25
orth031,2,2.9
orth031,3,2.6
orth031,4,1.56
orth031,5,1.78
orth031,6,2.2
orth031,7,1.45
orth031,8,1.44
orth031,9,2.2
orth031,10,1.94
orth031,11,2.15
orth031,12,2.25
orth031,13,1.88
orth031,14,3.45
orth031,15,1.5
orth031,16,1.3
orth031,17,2.7
orth031,18,1.44
orth031,19,2.16
orth031,20,3
orth032,1,5.3
orth032,2,5.7
orth032,3,4.6
orth032,4,4.3
orth033,1,0.66
orth033,2,1.14
orth033,3,0.78
