"morphotype" "no" "size" "scale" "scl" "notes" "NA" "nscl" "rsize"
"2237" "cole007" 1 11.1 "cm" 2 "" "cole" 2 5.55
"2238" "cole007" 2 9 "cm" 2 "" "cole" 2 4.5
"2239" "cole007" 3 11.2 "cm" 2 "" "cole" 2 5.6
"2240" "cole007" 4 13.4 "cm" 2 "" "cole" 2 6.7
"2241" "cole007" 5 8.8 "cm" 2 "" "cole" 2 4.4
"2242" "cole007" 6 12 "cm" 2 "" "cole" 2 6
"2243" "cole007" 7 9.6 "cm" 2 "" "cole" 2 4.8
"2244" "cole007" 8 10.9 "cm" 2 "" "cole" 2 5.45
"2245" "cole007" 9 10.2 "cm" 2 "" "cole" 2 5.1
"2246" "cole007" 10 9.2 "cm" 2 "" "cole" 2 4.6
"2247" "cole007" 11 9.6 "cm" 2 "" "cole" 2 4.8
"2248" "cole008" 1 7.4 "cm" 1 "" "cole" 1 7.4
"2249" "cole008" 2 8.9 "cm" 1 "" "cole" 1 8.9
"2250" "cole008" 3 8.2 "cm" 1 "" "cole" 1 8.2
"2251" "cole008" 4 11.4 "cm" 2 "" "cole" 2 5.7
"2252" "cole008" 5 6.8 "cm" 1 "" "cole" 1 6.8
"2253" "cole008" 6 8.4 "cm" 1 "" "cole" 1 8.4
"2254" "cole008" 7 8.2 "cm" 1 "" "cole" 1 8.2
"2255" "cole008" 8 9.1 "cm" 1 "" "cole" 1 9.1
"2256" "cole008" 9 9 "cm" 1 "" "cole" 1 9
"2257" "cole008" 10 7.4 "cm" 1 "" "cole" 1 7.4
"2258" "cole008" 11 7 "cm" 1 "" "cole" 1 7
"2259" "cole008" 12 8.6 "cm" 1 "" "cole" 1 8.6
"2260" "cole008" 13 8.1 "cm" 1 "" "cole" 1 8.1
"2261" "cole008" 14 6.9 "cm" 1 "" "cole" 1 6.9
"2262" "cole008" 15 6.1 "cm" 1 "" "cole" 1 6.1
"2263" "cole008" 16 5.9 "cm" 1 "" "cole" 1 5.9
"2264" "cole008" 17 8 "cm" 1 "" "cole" 1 8
"2265" "cole008" 18 9.8 "cm" 1 "" "cole" 1 9.8
"2266" "cole008" 19 7 "cm" 1 "" "cole" 1 7
"2267" "cole008" 20 10.2 "cm" 2 "" "cole" 2 5.1
"2268" "cole009" 1 10.2 "cm" 2 "" "cole" 2 5.1
"2269" "cole009" 2 8.7 "cm" 1 "" "cole" 1 8.7
"2270" "cole009" 3 8.1 "cm" 1 "" "cole" 1 8.1
"2271" "cole009" 4 10 "cm" 1 "" "cole" 1 10
"2272" "cole009" 5 8.4 "cm" 1 "" "cole" 1 8.4
"2273" "cole009" 6 8.5 "cm" 1 "" "cole" 1 8.5
"2274" "cole009" 7 8.2 "cm" 1 "" "cole" 1 8.2
"2275" "cole009" 8 8 "cm" 1 "" "cole" 1 8
"2276" "cole009" 9 9.8 "cm" 1 "" "cole" 1 9.8
"2277" "cole009" 10 9.5 "cm" 1 "" "cole" 1 9.5
"2278" "cole009" 11 8.9 "cm" 1 "" "cole" 1 8.9
"2279" "cole009" 12 7.8 "cm" 1 "" "cole" 1 7.8
"2280" "cole009" 13 9.5 "cm" 1 "" "cole" 1 9.5
"2281" "cole009" 14 9.8 "cm" 1 "" "cole" 1 9.8
"2282" "cole009" 15 8.1 "cm" 1 "" "cole" 1 8.1
"2283" "cole009" 16 10 "cm" 1 "" "cole" 1 10
"2284" "cole009" 17 10.4 "cm" 2 "" "cole" 2 5.2
"2285" "cole009" 18 8.3 "cm" 1 "" "cole" 1 8.3
"2286" "cole009" 19 9.9 "cm" 1 "" "cole" 1 9.9
"2287" "cole009" 20 8.9 "cm" 1 "" "cole" 1 8.9
"2288" "cole010" 1 4.7 "cm" 1 "" "cole" 1 4.7
"2289" "cole010" 2 5.7 "cm" 1 "" "cole" 1 5.7
"2290" "cole010" 3 6.5 "cm" 1 "" "cole" 1 6.5
"2291" "cole010" 4 6 "cm" 1 "" "cole" 1 6
"2292" "cole010" 5 8.3 "cm" 1 "" "cole" 1 8.3
"2293" "cole010" 6 8.5 "cm" 1 "" "cole" 1 8.5
"2294" "cole010" 7 8.7 "cm" 1 "" "cole" 1 8.7
"2295" "cole010" 8 5.6 "cm" 1 "" "cole" 1 5.6
"2296" "cole011" 1 6.3 "cm" 1 "" "cole" 1 6.3
"2297" "cole011" 2 6 "cm" 1 "" "cole" 1 6
"2298" "cole011" 3 5.5 "cm" 1 "" "cole" 1 5.5
"2299" "cole011" 4 5.3 "cm" 1 "" "cole" 1 5.3
"2300" "cole012" 1 10.8 "cm" 2 "" "cole" 2 5.4
"2301" "cole012" 2 10 "cm" 2 "" "cole" 2 5
"2302" "cole012" 3 10.4 "cm" 2 "" "cole" 2 5.2
"2303" "cole012" 4 7.4 "cm" 2 "" "cole" 2 3.7
"2304" "cole012" 5 9.6 "cm" 2 "" "cole" 2 4.8
"2305" "cole012" 6 10.4 "cm" 2 "" "cole" 2 5.2
"2306" "cole012" 7 8.2 "cm" 2 "" "cole" 2 4.1
"2307" "cole012" 8 10.1 "cm" 2 "" "cole" 2 5.05
"2308" "cole012" 9 8.8 "cm" 2 "" "cole" 2 4.4
"2309" "cole012" 10 7.7 "cm" 2 "" "cole" 2 3.85
"2310" "cole012" 11 10.4 "cm" 2 "" "cole" 2 5.2
"2311" "cole012" 12 10.4 "cm" 2 "" "cole" 2 5.2
"2312" "cole012" 13 9.4 "cm" 2 "" "cole" 2 4.7
"2313" "cole012" 14 11 "cm" 2 "" "cole" 2 5.5
"2314" "cole012" 15 9.6 "cm" 2 "" "cole" 2 4.8
"2315" "cole013" 1 7.8 "cm" 1 "" "cole" 1 7.8
"2316" "cole013" 2 7.5 "cm" 1 "" "cole" 1 7.5
"2317" "cole013" 3 7.7 "cm" 1 "" "cole" 1 7.7
"2318" "cole013" 4 7.4 "cm" 1 "" "cole" 1 7.4
"2319" "cole013" 5 7.3 "cm" 1 "" "cole" 1 7.3
"2320" "cole013" 6 7.2 "cm" 1 "" "cole" 1 7.2
"2321" "cole013" 7 8.4 "cm" 1 "" "cole" 1 8.4
"2322" "cole013" 8 5.9 "cm" 1 "" "cole" 1 5.9
"2323" "cole013" 9 7.2 "cm" 1 "" "cole" 1 7.2
"2324" "cole013" 10 7.3 "cm" 1 "" "cole" 1 7.3
"2325" "cole013" 11 7.5 "cm" 1 "" "cole" 1 7.5
"2326" "cole013" 12 7.3 "cm" 1 "" "cole" 1 7.3
"2327" "cole013" 13 10.8 "cm" 1 "" "cole" 1 10.8
"2328" "cole013" 14 7.5 "cm" 1 "" "cole" 1 7.5
"2329" "cole013" 15 8.6 "cm" 1 "" "cole" 1 8.6
"2330" "cole013" 16 8.3 "cm" 1 "" "cole" 1 8.3
"2331" "cole013" 17 6.1 "cm" 1 "" "cole" 1 6.1
"2332" "cole013" 18 6.7 "cm" 1 "" "cole" 1 6.7
"2333" "cole013" 19 6.4 "cm" 1 "" "cole" 1 6.4
"2334" "cole013" 20 10.1 "cm" 1 "" "cole" 1 10.1
"2335" "cole014" 1 14.6 "cm" 2 "" "cole" 2 7.3
"2336" "cole014" 2 14 "cm" 2 "" "cole" 2 7
"2337" "cole015" 1 9.5 "cm" 1 "" "cole" 1 9.5
"2338" "cole015" 2 9.2 "cm" 1 "" "cole" 1 9.2
"2339" "cole015" 3 8.8 "cm" 1 "" "cole" 1 8.8
"2340" "cole015" 4 10.2 "cm" 2 "" "cole" 2 5.1
"2341" "cole015" 5 8.4 "cm" 1 "" "cole" 1 8.4
"2342" "cole015" 6 10.2 "cm" 2 "" "cole" 2 5.1
"2343" "cole015" 7 10.8 "cm" 2 "" "cole" 2 5.4
"2344" "cole015" 8 10.6 "cm" 2 "" "cole" 2 5.3
"2345" "cole015" 9 6.7 "cm" 1 "" "cole" 1 6.7
"2346" "cole015" 10 9.1 "cm" 1 "" "cole" 1 9.1
"2347" "cole015" 11 9.3 "cm" 1 "" "cole" 1 9.3
"2348" "cole015" 12 9.6 "cm" 1 "" "cole" 1 9.6
"2349" "cole015" 13 8.3 "cm" 1 "" "cole" 1 8.3
"2350" "cole015" 14 9.7 "cm" 1 "" "cole" 1 9.7
"2351" "cole015" 15 8.7 "cm" 1 "" "cole" 1 8.7
"2352" "cole015" 16 10.8 "cm" 2 "" "cole" 2 5.4
"2353" "cole015" 17 7.9 "cm" 1 "" "cole" 1 7.9
"2354" "cole015" 18 10.4 "cm" 2 "" "cole" 2 5.2
"2355" "cole015" 19 10.4 "cm" 2 "" "cole" 2 5.2
"2356" "cole015" 20 9.7 "cm" 1 "" "cole" 1 9.7
"2357" "cole016" 1 5.3 "cm" 1 "" "cole" 1 5.3
"2358" "cole016" 2 5.4 "cm" 1 "" "cole" 1 5.4
"2359" "cole016" 3 5 "cm" 1 "" "cole" 1 5
"2360" "cole016" 4 5.2 "cm" 1 "" "cole" 1 5.2
"2361" "cole016" 5 7.8 "cm" 1 "" "cole" 1 7.8
"2362" "cole016" 6 5.6 "cm" 1 "" "cole" 1 5.6
"2363" "cole016" 7 8.1 "cm" 1 "" "cole" 1 8.1
"2364" "cole016" 8 7.7 "cm" 1 "" "cole" 1 7.7
"2365" "cole016" 9 4.8 "cm" 1 "" "cole" 1 4.8
"2366" "cole016" 10 5.2 "cm" 1 "" "cole" 1 5.2
"2367" "cole016" 11 6.2 "cm" 1 "" "cole" 1 6.2
"2368" "cole016" 12 6.2 "cm" 1 "" "cole" 1 6.2
"2369" "cole016" 13 5 "cm" 1 "" "cole" 1 5
"2370" "cole016" 14 5 "cm" 1 "" "cole" 1 5
"2371" "cole016" 15 5.1 "cm" 1 "" "cole" 1 5.1
"2372" "cole016" 16 4.9 "cm" 1 "" "cole" 1 4.9
"2373" "cole016" 17 4.5 "cm" 1 "" "cole" 1 4.5
"2374" "cole018" 1 5.9 "cm" 1 "" "cole" 1 5.9
"2375" "cole018" 2 7.5 "cm" 1 "" "cole" 1 7.5
"2376" "cole018" 3 6.5 "cm" 1 "" "cole" 1 6.5
"2377" "cole018" 4 5.6 "cm" 1 "" "cole" 1 5.6
"2378" "cole018" 5 6.7 "cm" 1 "" "cole" 1 6.7
"2379" "cole018" 6 5.9 "cm" 1 "" "cole" 1 5.9
"2380" "cole018" 7 5.5 "cm" 1 "" "cole" 1 5.5
"2381" "cole018" 8 6 "cm" 1 "" "cole" 1 6
"2382" "cole018" 9 6.3 "cm" 1 "" "cole" 1 6.3
"2383" "cole018" 10 5.9 "cm" 1 "" "cole" 1 5.9
"2384" "cole018" 11 7.1 "cm" 1 "" "cole" 1 7.1
"2385" "cole018" 12 7 "cm" 1 "" "cole" 1 7
"2386" "cole018" 13 5.5 "cm" 1 "" "cole" 1 5.5
"2387" "cole018" 14 7.7 "cm" 1 "" "cole" 1 7.7
"2388" "cole018" 15 7.8 "cm" 1 "" "cole" 1 7.8
"2389" "cole018" 16 7.7 "cm" 1 "" "cole" 1 7.7
"2390" "cole018" 17 5.2 "cm" 1 "" "cole" 1 5.2
"2391" "cole018" 18 7.8 "cm" 1 "" "cole" 1 7.8
"2392" "cole018" 19 6.7 "cm" 1 "" "cole" 1 6.7
"2393" "cole018" 20 5.5 "cm" 1 "" "cole" 1 5.5
"2394" "cole020" 1 9.2 "cm" 2 "" "cole" 2 4.6
"2395" "cole020" 2 9.6 "cm" 2 "" "cole" 2 4.8
"2396" "cole021" 1 7.5 "cm" 1 "" "cole" 1 7.5
"2397" "cole021" 2 7.9 "cm" 1 "" "cole" 1 7.9
"2398" "cole021" 3 7.9 "cm" 1 "" "cole" 1 7.9
"2399" "cole021" 4 7.2 "cm" 1 "" "cole" 1 7.2
"2400" "cole021" 5 7.3 "cm" 1 "" "cole" 1 7.3
"2401" "cole021" 6 7.2 "cm" 1 "" "cole" 1 7.2
"2402" "cole022" 1 10.4 "cm" 2 "" "cole" 2 5.2
"2403" "cole022" 2 10 "cm" 2 "" "cole" 2 5
"2404" "cole022" 3 10.8 "cm" 2 "" "cole" 2 5.4
"2405" "cole022" 4 12 "cm" 2 "" "cole" 2 6
"2406" "cole022" 5 13.4 "cm" 2 "" "cole" 2 6.7
"2407" "cole022" 6 11 "cm" 2 "" "cole" 2 5.5
"2408" "cole022" 7 11.9 "cm" 2 "" "cole" 2 5.95
"2409" "cole022" 8 9 "cm" 2 "" "cole" 2 4.5
"2410" "cole022" 9 10 "cm" 2 "" "cole" 2 5
"2411" "cole022" 10 12 "cm" 2 "" "cole" 2 6
"2412" "cole022" 11 9.6 "cm" 2 "" "cole" 2 4.8
"2413" "cole022" 12 11.2 "cm" 2 "" "cole" 2 5.6
"2414" "cole022" 13 10.8 "cm" 2 "" "cole" 2 5.4
"2415" "cole022" 14 11.8 "cm" 2 "" "cole" 2 5.9
"2416" "cole022" 15 10.8 "cm" 2 "" "cole" 2 5.4
"2417" "cole022" 16 11 "cm" 2 "" "cole" 2 5.5
"2418" "cole022" 17 11.4 "cm" 2 "" "cole" 2 5.7
"2419" "cole022" 18 10.9 "cm" 2 "" "cole" 2 5.45
"2420" "cole022" 19 7.6 "cm" 2 "" "cole" 2 3.8
"2421" "cole022" 20 10.6 "cm" 2 "" "cole" 2 5.3
"2422" "cole023" 1 5.2 "cm" 1 "" "cole" 1 5.2
"2423" "cole023" 2 5.9 "cm" 1 "" "cole" 1 5.9
"2424" "cole023" 3 5.4 "cm" 1 "" "cole" 1 5.4
"2425" "cole023" 4 5.9 "cm" 1 "" "cole" 1 5.9
"2426" "cole025" 1 6.9 "cm" 1 "" "cole" 1 6.9
"2427" "cole026" 1 4.2 "cm" 0.5 "" "cole" 20 0.21
"2428" "cole026" 2 3.5 "cm" 0.5 "" "cole" 20 0.175
"2429" "cole026" 3 3.9 "cm" 0.5 "" "cole" 20 0.195
"2430" "cole026" 4 3.3 "cm" 0.5 "" "cole" 20 0.165
"2431" "cole026" 5 4.1 "cm" 0.5 "" "cole" 20 0.205
"2432" "cole026" 6 4.4 "cm" 0.5 "" "cole" 20 0.22
"2433" "cole026" 7 4.1 "cm" 0.5 "" "cole" 20 0.205
"2434" "cole026" 8 3.5 "cm" 0.5 "" "cole" 20 0.175
"2435" "cole026" 9 3.9 "cm" 0.5 "" "cole" 20 0.195
"2436" "cole026" 10 4.3 "cm" 0.5 "" "cole" 20 0.215
"2437" "cole026" 11 4.3 "cm" 0.5 "" "cole" 20 0.215
"2438" "cole026" 12 3.6 "cm" 0.5 "" "cole" 20 0.18
"2439" "cole026" 13 4.6 "cm" 0.5 "" "cole" 20 0.23
"2440" "cole026" 14 3.3 "cm" 0.5 "" "cole" 20 0.165
"2441" "cole026" 15 3.9 "cm" 0.5 "" "cole" 20 0.195
"2442" "cole026" 16 4.4 "cm" 0.5 "" "cole" 20 0.22
"2443" "cole026" 17 3.9 "cm" 0.5 "" "cole" 20 0.195
"2444" "cole026" 18 3.7 "cm" 0.5 "" "cole" 20 0.185
"2445" "cole026" 19 3.8 "cm" 0.5 "" "cole" 20 0.19
"2446" "cole026" 20 3.2 "cm" 0.5 "" "cole" 20 0.16
"2447" "cole027" 1 4.4 "cm" 0.5 "" "cole" 20 0.22
"2448" "cole027" 2 4.1 "cm" 0.5 "" "cole" 20 0.205
"2449" "cole027" 3 4.2 "cm" 0.5 "" "cole" 20 0.21
"2450" "cole027" 4 4 "cm" 0.5 "" "cole" 20 0.2
"2451" "cole027" 5 3.9 "cm" 0.5 "" "cole" 20 0.195
"2452" "cole027" 6 4.4 "cm" 0.5 "" "cole" 20 0.22
"2453" "cole027" 7 4.8 "cm" 0.5 "" "cole" 20 0.24
"2454" "cole027" 8 4.4 "cm" 0.5 "" "cole" 20 0.22
"2455" "cole027" 9 4 "cm" 0.5 "" "cole" 20 0.2
"2456" "cole027" 10 3.6 "cm" 0.5 "" "cole" 20 0.18
"2457" "cole028" 1 3.5 "cm" 0.5 "" "cole" 20 0.175
"2458" "cole028" 2 3.8 "cm" 0.5 "" "cole" 20 0.19
"2459" "cole028" 3 3 "cm" 0.5 "" "cole" 20 0.15
"2460" "cole028" 4 3.7 "cm" 0.5 "" "cole" 20 0.185
"2461" "cole028" 5 2.8 "cm" 0.5 "" "cole" 20 0.14
"2462" "cole029" 1 6.2 "cm" 1 "" "cole" 1 6.2
"2463" "cole030" 1 2.2 "cm" 0.5 "" "cole" 20 0.11
"2464" "cole030" 2 2.7 "cm" 0.5 "" "cole" 20 0.135
"2465" "cole030" 3 2.6 "cm" 0.5 "" "cole" 20 0.13
"2466" "cole030" 4 2.4 "cm" 0.5 "" "cole" 20 0.12
"2467" "cole030" 5 2.4 "cm" 0.5 "" "cole" 20 0.12
"2468" "cole030" 6 2.6 "cm" 0.5 "" "cole" 20 0.13
"2469" "cole030" 7 2.3 "cm" 0.5 "" "cole" 20 0.115
"2470" "cole030" 8 2.7 "cm" 0.5 "" "cole" 20 0.135
"2471" "cole030" 9 2.5 "cm" 0.5 "" "cole" 20 0.125
"2472" "cole030" 10 2.5 "cm" 0.5 "" "cole" 20 0.125
"2473" "cole030" 11 2.8 "cm" 0.5 "" "cole" 20 0.14
"2474" "cole030" 12 2.7 "cm" 0.5 "" "cole" 20 0.135
"2475" "cole030" 13 2.6 "cm" 0.5 "" "cole" 20 0.13
"2476" "cole030" 14 2.6 "cm" 0.5 "" "cole" 20 0.13
"2477" "cole030" 15 2.5 "cm" 0.5 "" "cole" 20 0.125
"2478" "cole030" 16 2.7 "cm" 0.5 "" "cole" 20 0.135
"2479" "cole030" 17 2.6 "cm" 0.5 "" "cole" 20 0.13
"2480" "cole030" 18 2.8 "cm" 0.5 "" "cole" 20 0.14
"2481" "cole030" 19 2.5 "cm" 0.5 "" "cole" 20 0.125
"2482" "cole030" 20 2.8 "cm" 0.5 "" "cole" 20 0.14
"2483" "cole032" 1 5.2 "cm" 1 "" "cole" 1 5.2
"2484" "cole033" 1 6.9 "cm" 1 "" "cole" 1 6.9
"2485" "cole033" 2 7.7 "cm" 1 "" "cole" 1 7.7
"2486" "cole033" 3 8.2 "cm" 1 "" "cole" 1 8.2
"2487" "cole033" 4 7.7 "cm" 1 "" "cole" 1 7.7
"2488" "cole033" 5 7.9 "cm" 1 "" "cole" 1 7.9
"2489" "cole033" 6 8.3 "cm" 1 "" "cole" 1 8.3
"2490" "cole033" 7 7.9 "cm" 1 "" "cole" 1 7.9
"2491" "cole033" 8 8.6 "cm" 1 "" "cole" 1 8.6
"2492" "cole033" 9 7.6 "cm" 1 "" "cole" 1 7.6
"2493" "cole033" 10 8.3 "cm" 1 "" "cole" 1 8.3
"2494" "cole033" 11 8.6 "cm" 1 "" "cole" 1 8.6
"2495" "cole033" 12 8 "cm" 1 "" "cole" 1 8
"2496" "cole033" 13 8 "cm" 1 "" "cole" 1 8
"2497" "cole033" 14 7.4 "cm" 1 "" "cole" 1 7.4
"2498" "cole033" 15 9.2 "cm" 1 "" "cole" 1 9.2
"2499" "cole033" 16 7.2 "cm" 1 "" "cole" 1 7.2
"2500" "cole033" 17 9 "cm" 1 "" "cole" 1 9
"2501" "cole033" 18 8.8 "cm" 1 "" "cole" 1 8.8
"2502" "cole033" 19 7.6 "cm" 1 "" "cole" 1 7.6
"2503" "cole034" 1 2.9 "cm" 0.5 "" "cole" 20 0.145
"2504" "cole034" 2 3.1 "cm" 0.5 "" "cole" 20 0.155
"2505" "cole034" 3 3.1 "cm" 0.5 "" "cole" 20 0.155
"2506" "cole034" 4 3.2 "cm" 0.5 "" "cole" 20 0.16
"2507" "cole034" 5 3.1 "cm" 0.5 "" "cole" 20 0.155
"2508" "cole034" 6 2.8 "cm" 0.5 "" "cole" 20 0.14
"2509" "cole034" 7 3.2 "cm" 0.5 "" "cole" 20 0.16
"2510" "cole034" 8 3 "cm" 0.5 "" "cole" 20 0.15
"2511" "cole034" 9 2.9 "cm" 0.5 "" "cole" 20 0.145
"2512" "cole034" 10 3 "cm" 0.5 "" "cole" 20 0.15
"2513" "cole034" 11 3.1 "cm" 0.5 "" "cole" 20 0.155
"2514" "cole034" 12 2.9 "cm" 0.5 "" "cole" 20 0.145
"2515" "cole034" 13 3.1 "cm" 0.5 "" "cole" 20 0.155
"2516" "cole034" 14 2.8 "cm" 0.5 "" "cole" 20 0.14
"2517" "cole034" 15 2.9 "cm" 0.5 "" "cole" 20 0.145
"2518" "cole034" 16 2.9 "cm" 0.5 "" "cole" 20 0.145
"2519" "cole034" 17 3 "cm" 0.5 "" "cole" 20 0.15
"2520" "cole034" 18 2.9 "cm" 0.5 "" "cole" 20 0.145
"2521" "cole034" 19 2.9 "cm" 0.5 "" "cole" 20 0.145
"2522" "cole034" 20 3.1 "cm" 0.5 "" "cole" 20 0.155
"2523" "cole035" 1 4.8 "cm" 1 "" "cole" 1 4.8
"2524" "cole035" 2 4.8 "cm" 1 "" "cole" 1 4.8
"2525" "cole035" 3 4.8 "cm" 1 "" "cole" 1 4.8
"2526" "cole035" 4 4.7 "cm" 1 "" "cole" 1 4.7
"2527" "cole035" 5 5.2 "cm" 1 "" "cole" 1 5.2
"2528" "cole035" 6 4.6 "cm" 1 "" "cole" 1 4.6
"2529" "cole035" 7 4.6 "cm" 1 "" "cole" 1 4.6
"2530" "cole035" 8 4.8 "cm" 1 "" "cole" 1 4.8
"2531" "cole035" 9 5.3 "cm" 1 "" "cole" 1 5.3
"2532" "cole035" 10 4.9 "cm" 1 "" "cole" 1 4.9
"2533" "cole035" 11 5.1 "cm" 1 "" "cole" 1 5.1
"2534" "cole035" 12 5.2 "cm" 1 "" "cole" 1 5.2
"2535" "cole035" 13 4.7 "cm" 1 "" "cole" 1 4.7
"2536" "cole035" 14 5.1 "cm" 1 "" "cole" 1 5.1
"2537" "cole035" 15 5 "cm" 1 "" "cole" 1 5
"2538" "cole035" 16 5.5 "cm" 1 "" "cole" 1 5.5
"2539" "cole035" 17 5.2 "cm" 1 "" "cole" 1 5.2
"2540" "cole035" 18 5.6 "cm" 1 "" "cole" 1 5.6
"2541" "cole035" 19 4.8 "cm" 1 "" "cole" 1 4.8
"2542" "cole035" 20 4.9 "cm" 1 "" "cole" 1 4.9
"2543" "cole037" 1 4.9 "cm" 1 "" "cole" 1 4.9
"2544" "cole037" 2 4.8 "cm" 1 "" "cole" 1 4.8
"2545" "cole037" 3 4.6 "cm" 1 "" "cole" 1 4.6
"2546" "cole037" 4 4.6 "cm" 1 "" "cole" 1 4.6
"2547" "cole037" 5 4.3 "cm" 1 "" "cole" 1 4.3
"2548" "cole037" 6 4.6 "cm" 1 "" "cole" 1 4.6
"2549" "cole037" 7 4.6 "cm" 1 "" "cole" 1 4.6
"2550" "cole037" 8 4.4 "cm" 1 "" "cole" 1 4.4
"2551" "cole037" 9 5 "cm" 1 "" "cole" 1 5
"2552" "cole037" 10 4.5 "cm" 1 "" "cole" 1 4.5
"2553" "cole037" 11 5 "cm" 1 "" "cole" 1 5
"2554" "cole037" 12 4.8 "cm" 1 "" "cole" 1 4.8
"2555" "cole037" 13 4.5 "cm" 1 "" "cole" 1 4.5
"2556" "cole037" 14 4.8 "cm" 1 "" "cole" 1 4.8
"2557" "cole037" 15 5 "cm" 1 "" "cole" 1 5
"2558" "cole037" 16 4.5 "cm" 1 "" "cole" 1 4.5
"2559" "cole037" 17 5.1 "cm" 1 "" "cole" 1 5.1
"2560" "cole037" 18 4.8 "cm" 1 "" "cole" 1 4.8
"2561" "cole037" 19 4.8 "cm" 1 "" "cole" 1 4.8
"2562" "cole037" 20 4.4 "cm" 1 "" "cole" 1 4.4
"2563" "cole037" 1 5.8 "cm" 1 "" "cole" 1 5.8
"2564" "cole038" 1 14 "cm" 2 "" "cole" 2 7
"2565" "cole038" 2 14.4 "cm" 2 "" "cole" 2 7.2
"2566" "cole038" 3 13.6 "cm" 2 "" "cole" 2 6.8
"2567" "cole040" 1 5.2 "cm" 1 "" "cole" 1 5.2
"2568" "cole041" 1 6.4 "cm" 1 "" "cole" 1 6.4
"2569" "cole041" 2 5.6 "cm" 1 "" "cole" 1 5.6
"2570" "cole041" 3 5.6 "cm" 1 "" "cole" 1 5.6
"2571" "cole041" 4 5.8 "cm" 1 "" "cole" 1 5.8
"2572" "cole041" 5 6 "cm" 1 "" "cole" 1 6
"2573" "cole041" 6 6.2 "cm" 1 "" "cole" 1 6.2
"2574" "cole041" 7 5.5 "cm" 1 "" "cole" 1 5.5
"2575" "cole041" 8 5.2 "cm" 1 "" "cole" 1 5.2
"2576" "cole041" 9 6.6 "cm" 1 "" "cole" 1 6.6
"2577" "cole041" 10 3.8 "cm" 1 "" "cole" 1 3.8
"2578" "cole041" 11 5.1 "cm" 1 "" "cole" 1 5.1
"2579" "cole041" 12 6.5 "cm" 1 "" "cole" 1 6.5
"2580" "cole041" 13 4.4 "cm" 1 "" "cole" 1 4.4
"2581" "cole041" 14 4.6 "cm" 1 "" "cole" 1 4.6
"2582" "cole041" 15 4.9 "cm" 1 "" "cole" 1 4.9
"2583" "cole041" 16 5 "cm" 1 "" "cole" 1 5
"2584" "cole042" 1 4.6 "cm" 1 "" "cole" 1 4.6
"2585" "cole042" 2 4.7 "cm" 1 "" "cole" 1 4.7
"2586" "cole043" 1 9.8 "cm" 1 "" "cole" 1 9.8
"2587" "cole043" 2 9.7 "cm" 1 "" "cole" 1 9.7
"2588" "cole043" 3 9.9 "cm" 1 "" "cole" 1 9.9
"2589" "cole043" 4 10.4 "cm" 2 "" "cole" 2 5.2
"2590" "cole044" 1 8.7 "cm" 1 "" "cole" 1 8.7
"2591" "cole044" 2 6.4 "cm" 1 "" "cole" 1 6.4
"2592" "cole044" 3 7.6 "cm" 1 "" "cole" 1 7.6
"2593" "cole044" 4 7.3 "cm" 1 "" "cole" 1 7.3
"2594" "cole044" 5 6 "cm" 1 "" "cole" 1 6
"2595" "cole044" 6 6.7 "cm" 1 "" "cole" 1 6.7
"2596" "cole044" 7 7.2 "cm" 1 "" "cole" 1 7.2
"2597" "cole044" 8 8.6 "cm" 1 "" "cole" 1 8.6
"2598" "cole044" 9 6.3 "cm" 1 "" "cole" 1 6.3
"2599" "cole044" 10 6.1 "cm" 1 "" "cole" 1 6.1
"2600" "cole045" 1 10.2 "cm" 2 "" "cole" 2 5.1
"2601" "cole045" 2 11 "cm" 2 "" "cole" 2 5.5
"2602" "cole045" 3 8.8 "cm" 2 "" "cole" 2 4.4
"2603" "cole045" 4 10.6 "cm" 2 "" "cole" 2 5.3
"2604" "cole046" 1 2.5 "cm" 1 "" "cole" 1 2.5
"2605" "cole047" 1 4 "cm" 1 "" "cole" 1 4
"2606" "cole048" 1 6.4 "cm" 1 "" "cole" 1 6.4
"2607" "cole048" 2 6.1 "cm" 1 "" "cole" 1 6.1
"2608" "cole048" 3 6.9 "cm" 1 "" "cole" 1 6.9
"2609" "cole048" 4 6.6 "cm" 1 "" "cole" 1 6.6
"2610" "cole048" 5 6.5 "cm" 1 "" "cole" 1 6.5
"2611" "cole050" 1 2.8 "cm" 0.5 "" "cole" 20 0.14
"2612" "cole050" 2 2.6 "cm" 0.5 "" "cole" 20 0.13
"2613" "cole051" 1 3.8 "cm" 0.5 "" "cole" 20 0.19
"2614" "cole051" 2 8.8 "cm" 1 "" "cole" 1 8.8
"2615" "cole052" 1 4.5 "cm" 0.5 "" "cole" 20 0.225
"2616" "cole052" 2 4.3 "cm" 0.5 "" "cole" 20 0.215
"2617" "cole052" 3 4 "cm" 0.5 "" "cole" 20 0.2
"2618" "cole052" 4 3.8 "cm" 0.5 "" "cole" 20 0.19
"2619" "cole052" 5 4.2 "cm" 0.5 "" "cole" 20 0.21
"2620" "cole054" 1 6.2 "cm" 1 "" "cole" 1 6.2
"2621" "cole054" 2 5 "cm" 1 "" "cole" 1 5
"2622" "cole054" 3 4.8 "cm" 1 "" "cole" 1 4.8
"2623" "cole054" 4 5.2 "cm" 1 "" "cole" 1 5.2
